ons_id;ons_region_id;constituency_name;county_name;region_name;country_name;constituency_type;declaration_time;mp_firstname;mp_surname;mp_gender;result;first_party;second_party;electorate;valid_votes;invalid_votes;majority;con;lab;ld;brexit;green;snp;pc;dup;sf;sdlp;uup;alliance;other;other_winner;mp_fullname;majority_percent;majority_rank;turnout_const;turnout_reg;turnout_uk;turnout_2017
E14000652;E12000008;Crawley;West Sussex;South East;England;Borough;12/13/19 4:20;Henry;Smith;Male;Con hold;Con;Lab;74207;49899;193;8360;27040;18680;2728;0;1451;0;0;0;0;0;0;0;0;0;Henry Smith;0,1675384276238;415;0,672429824679612;0,702066082349098;0,673108310793613;0,68468505277494
E14000653;E12000002;Crewe and Nantwich;Cheshire;North West;England;County;12/13/19 4:21;Kieran;Mullan;Male;Con gain from Lab;Con;Lab;80321;54032;123;8508;28704;20196;2618;1390;975;0;0;0;0;0;0;0;149;0;Kieran Mullan;0,157462244595795;429;0,672700788087798;0,656235607475574;0,673108310793613;0,697471322644021
E14000654;E12000007;Croydon Central;London;London;England;Borough;12/13/19 4:29;Sarah;Jones;Female;Lab hold;Lab;Con;81407;54045;135;5949;21175;27124;3532;999;1215;0;0;0;0;0;0;0;0;0;Sarah Jones;0,11007493755204;492;0,663886397975604;0,67469636048204;0,673108310793613;0,713236304578674
E14000655;E12000007;Croydon North;London;London;England;Borough;12/13/19 6:02;Steve;Reed;Male;Lab hold;Lab;Con;88468;55609;167;24673;11822;36495;4476;839;1629;0;0;0;0;0;0;0;348;0;Steve Reed;0,443687172939632;72;0,628577564769182;0,67469636048204;0,673108310793613;0,681709561976195
E14000656;E12000007;Croydon South;London;London;England;Borough;12/13/19 6:33;Chris;Philp;Male;Con hold;Con;Lab;83982;59358;222;12339;30985;18646;7503;0;1782;0;0;0;0;0;0;0;442;0;Chris Philp;0,2078742545234;360;0,706794313067086;0,67469636048204;0,673108310793613;0,733458655619148
S14000012;S92000003;Cumbernauld, Kilsyth and Kirkintilloch East;Scotland;Scotland;Scotland;County;12/13/19 3:21;Stuart C.;McDonald;Male;SNP hold;SNP;Lab;66079;45686;143;12976;7380;11182;2966;0;0;24158;0;0;0;0;0;0;0;0;Stuart C. McDonald;0,284025740927199;270;0,691384554851012;0,680735968118871;0,673108310793613;0,658608047600445
W07000070;W92000004;Cynon Valley;Gwent and Mid Glamorgan;Wales;Wales;County;12/13/19 2:46;Beth;Winter;Female;Lab hold;Lab;Con;51134;30236;99;8822;6711;15533;949;3045;0;0;2562;0;0;0;0;0;1436;0;Beth Winter;0,291771398333113;258;0,591309109398834;0,665721049768388;0,673108310793613;0,61951143491643
E14000657;E12000007;Dagenham and Rainham;London;London;England;Borough;12/13/19 5:07;Jon;Cruddas;Male;Lab hold;Lab;Con;71045;43735;127;293;19175;19468;1182;2887;602;0;0;0;0;0;0;0;421;0;Jon Cruddas;0,00669943980793415;642;0,615595749173059;0,67469636048204;0,673108310793613;0,649187153053132
E14000658;E12000001;Darlington;Durham;North East;England;Borough;12/13/19 1:28;Peter;Gibson;Male;Con gain from Lab;Con;Lab;66397;43498;81;3294;20901;17607;2097;1544;1057;0;0;0;0;0;0;0;292;0;Peter Gibson;0,0757276196606741;552;0,655119960239167;0,642070829068157;0,673108310793613;0,675555086598031
E14000659;E12000008;Dartford;Kent;South East;England;County;12/13/19 4:44;Gareth;Johnson;Male;Con hold;Con;Lab;82209;54023;280;19160;34006;14846;3736;0;1435;0;0;0;0;0;0;0;0;0;Gareth Johnson;0,354663754326861;180;0,657142162050384;0,702066082349098;0,673108310793613;0,690698800091713
E14000660;E12000004;Daventry;Northamptonshire;East Midlands;England;County;12/13/19 4:33;Chris;Heaton-Harris;Male;Con hold;Con;Lab;77423;57403;246;26080;37055;10975;7032;0;2341;0;0;0;0;0;0;0;0;0;Chris Heaton-Harris;0,454331655139975;65;0,741420508117743;0,671701751982193;0,673108310793613;0,739530743476643
W07000042;W92000004;Delyn;Clwyd;Wales;Wales;County;12/13/19 3:21;Rob;Roberts;Male;Con gain from Lab;Con;Lab;54560;38370;105;865;16756;15891;2346;1971;0;0;1406;0;0;0;0;0;0;0;Rob Roberts;0,0225436538962731;620;0,703262463343108;0,665721049768388;0,673108310793613;0,728748382325753
E14000661;E12000002;Denton and Reddish;Greater Manchester;North West;England;Borough;12/13/19 4:12;Andrew;Gwynne;Male;Lab hold;Lab;Con;66234;38588;106;6175;13142;19317;1642;3039;1124;0;0;0;0;0;0;0;324;0;Andrew Gwynne;0,16002384160879;424;0,582601081015792;0,656235607475574;0,673108310793613;0,585143481987174
E14000662;E12000004;Derby North;Derbyshire;East Midlands;England;Borough;12/13/19 4:36;Amanda;Solloway;Female;Con gain from Lab;Con;Lab;73199;47017;111;2540;21259;18719;3450;1908;1046;0;0;0;0;0;0;0;635;0;Amanda Solloway;0,0540230129527618;579;0,64231751799888;0,671701751982193;0,673108310793613;0,696119795763669
E14000664;E12000004;Derbyshire Dales;Derbyshire;East Midlands;England;County;12/13/19 4:06;Sarah;Dines;Female;Con hold;Con;Lab;65080;50016;211;17381;29356;11975;6627;0;2058;0;0;0;0;0;0;0;0;0;Sarah Dines;0,347508797184901;191;0,768531038721573;0,671701751982193;0,673108310793613;0,769377619121527
E14000663;E12000004;Derby South;Derbyshire;East Midlands;England;Borough;12/13/19 4:25;Margaret;Beckett;Female;Lab hold;Lab;Con;73062;42462;137;6019;15671;21690;2621;2480;0;0;0;0;0;0;0;0;0;0;Margaret Beckett;0,14175027083039;443;0,581177629958118;0,671701751982193;0,673108310793613;0,647987642667124
E14000665;E12000009;Devizes;Wiltshire;South West;England;County;12/13/19 4:50;Danny;Kruger;Male;Con hold;Con;LD;73372;50954;269;23993;32150;7838;8157;0;2809;0;0;0;0;0;0;0;0;0;Danny Kruger;0,470875691800447;55;0,694461102327864;0,720191104120187;0,673108310793613;0,700889393771473
E14000666;E12000003;Dewsbury;West Yorkshire;Yorkshire and The Humber;England;County;12/13/19 5:37;Mark;Eastwood;Male;Con gain from Lab;Con;Lab;81253;56389;272;1561;26179;24618;2406;1874;1060;0;0;0;0;0;0;0;252;0;Mark Eastwood;0,0276827040734895;612;0,69399283718755;0,643471527266342;0,673108310793613;0,695142790406058
E14000668;E12000003;Doncaster Central;South Yorkshire;Yorkshire and The Humber;England;Borough;12/13/19 3:24;Rosie;Winterton;Female;Lab hold;Lab;Con;71389;41581;108;2278;14360;16638;1748;6842;981;0;0;0;0;0;0;0;1012;0;Rosie Winterton;0,0547846372141122;578;0,582456681001275;0,643471527266342;0,673108310793613;0,599905184193647
E14000669;E12000003;Doncaster North;South Yorkshire;Yorkshire and The Humber;England;County;12/13/19 3:07;Edward;Miliband;Male;Lab hold;Lab;Con;72362;40698;95;2370;13370;15740;1476;8294;0;0;0;0;0;0;0;0;1818;0;Edward Miliband;0,058233819843727;574;0,562422265830132;0,643471527266342;0,673108310793613;0,584605606753527
E14000667;E12000003;Don Valley;South Yorkshire;Yorkshire and The Humber;England;County;12/13/19 3:31;Nick;Fletcher;Male;Con gain from Lab;Con;Lab;75356;45437;82;3630;19609;15979;1907;6247;872;0;0;0;0;0;0;0;823;0;Nick Fletcher;0,0798908378634153;543;0,602964594723711;0,643471527266342;0,673108310793613;0,621543451817813
E14000670;E12000008;Dover;Kent;South East;England;County;12/13/19 3:05;Natalie;Elphicke;Female;Con hold;Con;Lab;76355;50701;219;12278;28830;16552;2895;0;1371;0;0;0;0;0;0;0;1053;0;Natalie Elphicke;0,24216484881955;317;0,664016763800668;0,702066082349098;0,673108310793613;0,696931495091465
E14000671;E12000005;Dudley North;West Midlands;West Midlands;England;Borough;12/13/19 5:04;Marco;Longhi;Male;Con gain from Lab;Con;Lab;61936;36684;156;11533;23134;11601;1210;0;739;0;0;0;0;0;0;0;0;0;Marco Longhi;0,314387743975575;231;0,592288814259881;0,646625390348285;0,673108310793613;0,627145689280015
E14000672;E12000005;Dudley South;West Midlands;West Midlands;England;Borough;12/13/19 4:33;Mike;Wood;Male;Con hold;Con;Lab;60731;36576;163;15565;24835;9270;1608;0;863;0;0;0;0;0;0;0;0;0;Mike Wood;0,425552274715661;92;0,60226243598821;0,646625390348285;0,673108310793613;0,62364854948388
E14000673;E12000007;Dulwich and West Norwood;London;London;England;Borough;12/13/19 3:55;Helen;Hayes;Female;Lab hold;Lab;Green;80331;55778;236;27310;9160;36521;0;571;9211;0;0;0;0;0;0;0;315;0;Helen Hayes;0,489619563268672;40;0,694352118111314;0,67469636048204;0,673108310793613;0,719094788369619
S14000013;S92000003;Dumfries and Galloway;Scotland;Scotland;Scotland;County;12/13/19 4:07;Alister;Jack;Male;Con hold;Con;SNP;74580;51429;123;1805;22678;4745;3133;0;0;20873;0;0;0;0;0;0;0;0;Alister Jack;0,0350969297478077;602;0,689581657280772;0,680735968118871;0,673108310793613;0,695348085060507
S14000014;S92000003;Dumfriesshire, Clydesdale and Tweeddale;Scotland;Scotland;Scotland;County;12/13/19 4:38;David;Mundell;Male;Con hold;Con;SNP;68330;49153;142;3781;22611;4172;3540;0;0;18830;0;0;0;0;0;0;0;0;David Mundell;0,0769230769230769;549;0,719347285233426;0,680735968118871;0,673108310793613;0,723548882846672
S14000015;S92000003;Dundee East;Scotland;Scotland;Scotland;Borough;12/13/19 3:37;Stewart;Hosie;Male;SNP hold;SNP;Con;66210;45277;134;13375;10986;6045;3573;0;0;24361;0;0;0;0;0;0;312;0;Stewart Hosie;0,295403847428054;255;0,683839299199517;0,680735968118871;0,673108310793613;0,65186624958241
S14000016;S92000003;Dundee West;Scotland;Scotland;Scotland;Borough;12/13/19 3:31;Chris;Law;Male;SNP hold;SNP;Lab;64431;41579;92;12259;5149;10096;2468;1271;0;22355;0;0;0;0;0;0;240;0;Chris Law;0,294836335650208;256;0,645326007667117;0,680735968118871;0,673108310793613;0,617409488538407
S14000017;S92000003;Dunfermline and West Fife;Scotland;Scotland;Scotland;County;12/13/19 4:15;Douglas;Chapman;Male;SNP hold;SNP;Lab;76652;53482;130;10699;11207;13028;4262;0;1258;23727;0;0;0;0;0;0;0;0;Douglas Chapman;0,200048614487117;364;0,697724782132234;0,680735968118871;0,673108310793613;0,674093455967861
W07000061;W92000004;Dwyfor Meirionnydd;Gwynedd;Wales;Wales;County;12/13/19 2:22;Liz;Saville Roberts;Female;PC hold;PC;Con;44362;29928;128;4740;9707;3998;0;1776;0;0;14447;0;0;0;0;0;0;0;Liz Saville Roberts;0,158380112269447;426;0,674631441323655;0,665721049768388;0,673108310793613;0,678941363341462
E14000674;E12000007;Ealing Central and Acton;London;London;England;Borough;12/13/19 2:11;Rupa;Huq;Female;Lab hold;Lab;Con;75510;54807;162;13300;14832;28132;9444;664;1735;0;0;0;0;0;0;0;0;0;Rupa Huq;0,242669731968544;316;0,725824394119984;0,67469636048204;0,673108310793613;0,745849056603774
E14000675;E12000007;Ealing North;London;London;England;Borough;12/13/19 2:16;James;Murray;Male;Lab hold;Lab;Con;74473;49631;224;12269;15767;28036;4370;0;1458;0;0;0;0;0;0;0;0;0;James Murray;0,247204368237593;308;0,66642944422811;0,67469636048204;0,673108310793613;0,70242362634423
E14000676;E12000007;Ealing, Southall;London;London;England;Borough;12/13/19 2:44;Virendra;Sharma;Male;Lab hold;Lab;Con;64581;42217;203;16084;9594;25678;3933;867;1688;0;0;0;0;0;0;0;457;0;Virendra Sharma;0,38098396380605;144;0,653706198417491;0,67469636048204;0,673108310793613;0,69253543596981
E14000677;E12000001;Easington;Durham;North East;England;County;12/13/19 3:21;Grahame;Morris;Male;Lab hold;Lab;Con;61182;34583;122;6581;9142;15723;1526;6744;0;0;0;0;0;0;0;0;1448;0;Grahame Morris;0,190295810080097;374;0,565247948743094;0,642070829068157;0,673108310793613;0,582896529614491
N06000005;N92000002;East Antrim;Northern Ireland;Northern Ireland;Northern Ireland;County;12/13/19 3:21;Sammy;Wilson;Male;DUP hold;DUP;Alliance;64830;37261;170;6706;1043;0;0;0;685;0;0;16871;2120;902;5475;10165;0;0;Sammy Wilson;0,179973699041894;392;0,574749344439303;0,6175061110334;0,673108310793613;0,606329878552807
E14000684;E12000008;Eastbourne;East Sussex;South East;England;Borough;12/13/19 2:59;Caroline;Ansell;Female;Con gain from LD;Con;LD;79307;55134;121;4331;26951;3848;22620;1530;0;0;0;0;0;0;0;0;185;0;Caroline Ansell;0,078554068270033;544;0,695197145270909;0,702066082349098;0,673108310793613;0,729105823196282
E14000678;E12000009;East Devon;Devon;South West;England;County;12/13/19 4:58;Simon;Jupp;Male;Con hold;Con;Ind;87168;64073;150;6708;32577;2870;1771;0;711;0;0;0;0;0;0;0;26144;0;Simon Jupp;0,104693084450549;500;0,735051853891336;0,720191104120187;0,673108310793613;0,733067051924875
S14000018;S92000003;East Dunbartonshire;Scotland;Scotland;Scotland;County;12/13/19 3:44;Amy;Callaghan;Female;SNP gain from LD;SNP;LD;66075;53031;80;149;7455;4839;19523;0;916;19672;0;0;0;0;0;0;626;0;Amy Callaghan;0,00280967735852614;648;0,802587968217934;0,680735968118871;0,673108310793613;0,78131221719457
E14000679;E12000007;East Ham;London;London;England;Borough;12/13/19 3:35;Stephen;Timms;Male;Lab hold;Lab;Con;88319;54628;174;33176;8527;41703;2158;1107;883;0;0;0;0;0;0;0;250;0;Stephen Timms;0,607307607820165;17;0,618530554014425;0,67469636048204;0,673108310793613;0,674780764464779
E14000680;E12000008;East Hampshire;Hampshire;South East;England;County;12/13/19 3:16;Damian;Hinds;Male;Con hold;Con;LD;76478;56895;199;19696;33446;6287;13750;0;2600;0;0;0;0;0;0;0;812;0;Damian Hinds;0,346181562527463;193;0,743939433562593;0,702066082349098;0,673108310793613;0,747231999568448
S14000019;S92000003;East Kilbride, Strathaven and Lesmahagow;Scotland;Scotland;Scotland;County;12/13/19 2:34;Lisa;Cameron;Female;SNP hold;SNP;Lab;81224;56337;137;13322;11961;12791;3760;0;1153;26113;0;0;0;0;0;0;559;0;Lisa Cameron;0,236469815574134;328;0,693600413670836;0,680735968118871;0,673108310793613;0,67255911091221
E14000685;E12000008;Eastleigh;Hampshire;South East;England;Borough;12/13/19 2:33;Paul;Holmes;Male;Con hold;Con;LD;83880;58971;186;15607;32690;7559;17083;0;1639;0;0;0;0;0;0;0;0;0;Paul Holmes;0,26465550863984;290;0,703040057224607;0,702066082349098;0,673108310793613;0,705314485544008
N06000006;N92000002;East Londonderry;Northern Ireland;Northern Ireland;Northern Ireland;County;12/13/19 3:01;Gregory;Campbell;Male;DUP hold;DUP;SDLP;69246;39302;193;9607;0;0;0;0;0;0;0;15765;6128;6158;3599;5921;1731;0;Gregory Campbell;0,244440486489237;313;0,567570690003755;0,6175061110334;0,673108310793613;0,612040932008711
S14000020;S92000003;East Lothian;Scotland;Scotland;Scotland;County;12/13/19 2:57;Kenny;MacAskill;Male;SNP gain from Lab;SNP;Lab;81600;58513;114;3886;15523;17270;4071;0;0;21156;0;0;0;0;0;0;493;0;Kenny MacAskill;0,0664125920735563;566;0,717071078431373;0,680735968118871;0,673108310793613;0,706484771092258
S14000021;S92000003;East Renfrewshire;Scotland;Scotland;Scotland;County;12/13/19 3:04;Kirsten;Oswald;Female;SNP gain from Con;SNP;Con;72232;55357;176;5426;19451;6855;4174;0;0;24877;0;0;0;0;0;0;0;0;Kirsten Oswald;0,0980183174666257;513;0,766377782700188;0,680735968118871;0,673108310793613;0,766951632009362
E14000681;E12000008;East Surrey;Surrey;South East;England;County;12/13/19 3:16;Claire;Coutinho;Female;Con hold;Con;LD;83148;59690;235;24040;35624;8247;11584;0;2340;0;0;0;0;0;0;0;1895;0;Claire Coutinho;0,402747528899313;121;0,7178765574638;0,702066082349098;0,673108310793613;0,72195258767865
E14000682;E12000008;East Worthing and Shoreham;West Sussex;South East;England;County;12/13/19 4:51;Tim;Loughton;Male;Con hold;Con;Lab;75194;53128;188;7474;27107;19633;4127;0;2006;0;0;0;0;0;0;0;255;0;Tim Loughton;0,140679114591176;446;0,70654573503205;0,702066082349098;0,673108310793613;0,703303541873552
E14000683;E12000003;East Yorkshire;Humberside;Yorkshire and The Humber;England;County;12/13/19 3:19;Greg;Knight;Male;Con hold;Con;Lab;80923;52769;205;22787;33988;11201;4219;0;1675;0;0;0;0;0;0;0;1686;0;Greg Knight;0,431825503610074;84;0,652089022898311;0,643471527266342;0,673108310793613;0,665589341886141
E14000686;E12000002;Eddisbury;Cheshire;North West;England;County;12/13/19 3:28;Edward;Timpson;Male;Con hold;Con;Lab;73700;52971;143;18443;30095;11652;9582;0;1191;0;0;0;0;0;0;0;451;0;Edward Timpson;0,348171641086632;188;0,718738127544098;0,656235607475574;0,673108310793613;0,730290869763206
S14000022;S92000003;Edinburgh East;Scotland;Scotland;Scotland;Borough;12/13/19 4:34;Tommy;Sheppard;Male;SNP hold;SNP;Lab;69424;47815;142;10417;6549;12748;3289;0;2064;23165;0;0;0;0;0;0;0;0;Tommy Sheppard;0,217860504025933;346;0,688738764692325;0,680735968118871;0,673108310793613;0,660480150540245
S14000023;S92000003;Edinburgh North and Leith;Scotland;Scotland;Scotland;Borough;12/13/19 4:43;Deidre;Brock;Female;SNP hold;SNP;Lab;81336;59344;105;12808;11000;13117;6635;558;1971;25925;0;0;0;0;0;0;138;0;Deidre Brock;0,215826368293341;350;0,729615422445166;0,680735968118871;0,673108310793613;0,711587583204359
S14000024;S92000003;Edinburgh South;Scotland;Scotland;Scotland;Borough;12/13/19 4:22;Ian;Murray;Male;Lab hold;Lab;SNP;66188;49732;122;11095;8161;23745;3819;0;1357;12650;0;0;0;0;0;0;0;0;Ian Murray;0,223095793452908;337;0,751374871577929;0,680735968118871;0,673108310793613;0,741096463371183
S14000025;S92000003;Edinburgh South West;Scotland;Scotland;Scotland;Borough;12/13/19 4:11;Joanna;Cherry;Female;SNP hold;SNP;Con;73501;52131;91;11982;12848;7478;4971;625;1265;24830;0;0;0;0;0;0;114;0;Joanna Cherry;0,229844046728434;333;0,709255656385627;0,680735968118871;0,673108310793613;0,693894180786198
S14000026;S92000003;Edinburgh West;Scotland;Scotland;Scotland;Borough;12/13/19 4:52;Christine;Jardine;Female;LD hold;LD;SNP;72507;54533;124;3769;9283;4460;21766;0;1027;17997;0;0;0;0;0;0;0;0;Christine Jardine;0,0691141143894523;563;0,752106693146869;0,680735968118871;0,673108310793613;0,738391608391608
E14000687;E12000007;Edmonton;London;London;England;Borough;12/13/19 2:55;Kate;Osamor;Female;Lab hold;Lab;Con;65747;40341;148;16015;10202;26217;2145;840;862;0;0;0;0;0;0;0;75;0;Kate Osamor;0,396990654668947;128;0,613579326813391;0,67469636048204;0,673108310793613;0,664031500372471
E14000688;E12000002;Ellesmere Port and Neston;Cheshire;North West;England;County;12/13/19 5:26;Justin;Madders;Male;Lab hold;Lab;Con;70327;48746;128;8764;17237;26001;2406;2138;964;0;0;0;0;0;0;0;0;0;Justin Madders;0,179789110901407;393;0,693133504912765;0,656235607475574;0,673108310793613;0,741837299391256
E14000689;E12000003;Elmet and Rothwell;West Yorkshire;Yorkshire and The Humber;England;County;12/13/19 4:15;Alec;Shelbrooke;Male;Con hold;Con;Lab;80957;58225;187;17353;33726;16373;5155;0;1775;0;0;0;0;0;0;0;1196;0;Alec Shelbrooke;0,29803349076857;249;0,719208962782712;0,643471527266342;0,673108310793613;0,741577511800825
E14000690;E12000007;Eltham;London;London;England;Borough;12/13/19 3:15;Clive;Efford;Male;Lab hold;Lab;Con;64086;43689;114;3197;17353;20550;2941;1523;1322;0;0;0;0;0;0;0;0;0;Clive Efford;0,0731763144040834;556;0,681724557625691;0,67469636048204;0,673108310793613;0,715869963085895
E14000691;E12000007;Enfield North;London;London;England;Borough;12/13/19 4:11;Feryal;Clark;Female;Lab hold;Lab;Con;68301;45050;132;6492;16848;23340;2950;797;1115;0;0;0;0;0;0;0;0;0;Feryal Clark;0,144106548279689;441;0,659580386817177;0,67469636048204;0,673108310793613;0,713393853927963
E14000692;E12000007;Enfield, Southgate;London;London;England;Borough;12/13/19 3:55;Bambos;Charalambous;Male;Lab hold;Lab;Con;65525;47276;127;4450;18473;22923;4344;494;1042;0;0;0;0;0;0;0;0;0;Bambos Charalambous;0,0941280988239276;525;0,721495612361694;0,67469636048204;0,673108310793613;0,741113326176967
E14000693;E12000006;Epping Forest;Essex;East;England;County;12/13/19 2:10;Eleanor;Laing;Female;Con hold;Con;Lab;74304;50268;269;22173;32364;10191;5387;0;1975;0;0;0;0;0;0;0;351;0;Eleanor Laing;0,441095726903796;73;0,676518087855297;0,682459959038198;0,673108310793613;0,679435888515728
E14000694;E12000008;Epsom and Ewell;Surrey;South East;England;Borough;12/13/19 3:45;Chris;Grayling;Male;Con hold;Con;LD;81138;59451;254;17873;31819;10226;13946;0;2047;0;0;0;0;0;0;0;1413;0;Chris Grayling;0,300634135674757;248;0,732714634326703;0,702066082349098;0,673108310793613;0,740556548251259
E14000695;E12000004;Erewash;Derbyshire;East Midlands;England;County;12/13/19 3:09;Maggie;Throup;Female;Con hold;Con;Lab;72523;48814;168;10606;27560;16954;2487;0;1115;0;0;0;0;0;0;0;698;0;Maggie Throup;0,217273732945466;347;0,673083021937868;0,671701751982193;0,673108310793613;0,681978217686143
E14000696;E12000007;Erith and Thamesmead;London;London;England;Borough;12/13/19 3:16;Abena;Oppong-Asare;Female;Lab hold;Lab;Con;65399;41384;115;3758;16124;19882;1984;2246;876;0;0;0;0;0;0;0;272;0;Abena Oppong-Asare;0,0908080417552677;528;0,632792550344807;0,67469636048204;0,673108310793613;0,637714416843555
E14000697;E12000008;Esher and Walton;Surrey;South East;England;Borough;12/13/19 3:17;Dominic;Raab;Male;Con hold;Con;LD;81184;63084;163;2743;31132;2838;28389;0;0;0;0;0;0;0;0;0;725;0;Dominic Raab;0,0434817069304419;589;0,777049664958612;0,702066082349098;0,673108310793613;0,739356050310114
E14000698;E12000009;Exeter;Devon;South West;England;Borough;12/13/19 3:47;Ben;Bradshaw;Male;Lab hold;Lab;Con;82054;56192;221;10403;19479;29882;0;1428;4838;0;0;0;0;0;0;0;565;0;Ben Bradshaw;0,185133115034169;383;0,684817315426427;0,720191104120187;0,673108310793613;0,716707616707617
S14000028;S92000003;Falkirk;Scotland;Scotland;Scotland;County;12/13/19 3:56;John;McNally;Male;SNP hold;SNP;Con;84472;55872;217;14948;14403;6243;3990;0;1885;29351;0;0;0;0;0;0;0;0;John McNally;0,26754009163803;283;0,661426271427218;0,680735968118871;0,673108310793613;0,654292315175097
E14000699;E12000008;Fareham;Hampshire;South East;England;County;12/13/19 2:06;Suella;Braverman;Female;Con hold;Con;Lab;78337;57250;286;26086;36459;10373;8006;0;2412;0;0;0;0;0;0;0;0;0;Suella Braverman;0,455650655021834;64;0,730816855381238;0,702066082349098;0,673108310793613;0,723188350647539
E14000700;E12000008;Faversham and Mid Kent;Kent;South East;England;County;12/13/19 3:40;Helen;Whately;Female;Con hold;Con;Lab;73403;50394;189;21976;31864;9888;6170;0;2103;0;0;0;0;0;0;0;369;0;Helen Whately;0,436083660753264;80;0,686538697328447;0,702066082349098;0,673108310793613;0,748949943545352
E14000701;E12000007;Feltham and Heston;London;London;England;Borough;12/13/19 4:13;Seema;Malhotra;Female;Lab hold;Lab;Con;80934;47811;146;7859;17017;24876;3127;1658;1133;0;0;0;0;0;0;0;0;0;Seema Malhotra;0,164376398736692;420;0,590740603454667;0,67469636048204;0,673108310793613;0,648934087182123
N06000007;N92000002;Fermanagh and South Tyrone;Northern Ireland;Northern Ireland;Northern Ireland;County;12/13/19 6:59;Michelle;Gildernew;Female;SF hold;SF;UUP;72848;50762;324;57;0;0;0;0;0;0;0;0;21986;3446;21929;2650;751;0;Michelle Gildernew;0,00112288719908593;650;0,696820777509334;0,6175061110334;0,673108310793613;0,757510516848203
E14000702;E12000009;Filton and Bradley Stoke;Avon;South West;England;County;12/13/19 3:59;Jack;Lopresti;Male;Con hold;Con;Lab;74016;53752;194;5646;26293;20647;4992;0;1563;0;0;0;0;0;0;0;257;0;Jack Lopresti;0,105037952076202;499;0,726221357544315;0,720191104120187;0,673108310793613;0,699501952181891
E14000703;E12000007;Finchley and Golders Green;London;London;England;Borough;12/13/19 5:05;Mike;Freer;Male;Con hold;Con;LD;77573;55109;213;6562;24162;13347;17600;0;0;0;0;0;0;0;0;0;0;0;Mike Freer;0,11907310965541;473;0,710414706147758;0,67469636048204;0,673108310793613;0,714383122639065
E14000704;E12000008;Folkestone and Hythe;Kent;South East;England;County;12/13/19 2:41;Damian;Collins;Male;Con hold;Con;Lab;88272;59005;260;21337;35483;14146;5755;0;2706;0;0;0;0;0;0;0;915;0;Damian Collins;0,361613422591306;169;0,66844526010513;0,702066082349098;0,673108310793613;0,68243462537092
E14000705;E12000009;Forest Of Dean;Gloucestershire;South West;England;County;12/13/19 3:01;Mark;Harper;Male;Con hold;Con;Lab;71438;51475;230;15869;30680;14811;0;0;4681;0;0;0;0;0;0;0;1303;0;Mark Harper;0,308285575522098;240;0,720554886754948;0,720191104120187;0,673108310793613;0,730161640666874
N06000008;N92000002;Foyle;Northern Ireland;Northern Ireland;Northern Ireland;County;12/13/19 4:13;Colum;Eastwood;Male;SDLP gain from SF;SDLP;SF;74346;47144;226;17110;0;0;0;0;0;0;0;4773;9771;26881;1088;1267;3364;0;Colum Eastwood;0,362930595621924;165;0,634116159578188;0,6175061110334;0,673108310793613;0,653617541664297
E14000706;E12000002;Fylde;Lancashire;North West;England;County;12/13/19 1:21;Mark;Menzies;Male;Con hold;Con;Lab;66847;46659;162;16611;28432;11821;3748;0;1731;0;0;0;0;0;0;0;927;0;Mark Menzies;0,356008487108596;177;0,697996918335901;0,656235607475574;0,673108310793613;0,704718140042768
E14000707;E12000004;Gainsborough;Lincolnshire;East Midlands;England;County;12/13/19 3:35;Edward;Leigh;Male;Con hold;Con;Lab;76343;51046;259;22967;33893;10926;5157;0;0;0;0;0;0;0;0;0;1070;0;Edward Leigh;0,449927516357795;69;0,668640215867859;0,671701751982193;0,673108310793613;0,677598724520048
E14000708;E12000002;Garston and Halewood;Merseyside;North West;England;Borough;12/13/19 2:25;Maria;Eagle;Female;Lab hold;Lab;Con;76116;53326;147;31624;6954;38578;3324;2943;1183;0;0;0;0;0;0;0;344;0;Maria Eagle;0,593031541837003;22;0,700588575332387;0,656235607475574;0,673108310793613;0,711274718264937
E14000709;E12000001;Gateshead;Tyne and Wear;North East;England;Borough;12/13/19 1:41;Ian;Mearns;Male;Lab hold;Lab;Con;64449;38145;221;7200;13250;20450;2792;0;1653;0;0;0;0;0;0;0;0;0;Ian Mearns;0,188753440817932;378;0,591863333798818;0,642070829068157;0,673108310793613;0,645890221826773
E14000710;E12000004;Gedling;Nottinghamshire;East Midlands;England;County;12/13/19 3:13;Tom;Randall;Male;Con gain from Lab;Con;Lab;71336;49953;144;679;22718;22039;2279;1820;1097;0;0;0;0;0;0;0;0;0;Tom Randall;0,0135927772105779;632;0,700249523382304;0,671701751982193;0,673108310793613;0,725636381505974
E14000711;E12000008;Gillingham and Rainham;Kent;South East;England;Borough;12/13/19 4:40;Rehman;Chishti;Male;Con hold;Con;Lab;73549;45958;138;15119;28173;13054;2503;0;1043;0;0;0;0;0;0;0;1185;0;Rehman Chishti;0,328974280865138;212;0,62486233667351;0,702066082349098;0,673108310793613;0,670315350534272
S14000029;S92000003;Glasgow Central;Scotland;Scotland;Scotland;Borough;12/13/19 4:09;Alison;Thewliss;Female;SNP hold;SNP;Lab;69230;40105;153;6474;3698;13276;1952;0;1429;19750;0;0;0;0;0;0;0;0;Alison Thewliss;0,161426256077796;423;0,579300881120901;0,680735968118871;0,673108310793613;0,559226680757157
