,areaname,population,date,newcasesbypublishdate,cases_per_100k
4863,Wales,3136000,17/09/2021,2618,83.48214285714286
5470,Northern Ireland,1885000,17/09/2021,1239,65.72944297082228
3769,West Midlands,2928000,17/09/2021,2836,96.85792349726776
6070,Scotland,5454000,17/09/2021,5529,101.37513751375137
2161,North West,7300000,17/09/2021,3877,53.109589041095894
1625,North East,2597000,17/09/2021,1313,50.55833654216403
1960,North East,2597000,17/10/2020,1101,42.39507123604159
352,East Midlands,4533000,17/10/2020,1234,27.222589896315903
3568,South West,5616000,17/10/2020,800,14.245014245014245
888,East of England,5847000,17/10/2020,628,10.740550709765692
4640,Yorkshire and the Humber,5486000,17/10/2020,2127,38.77141815530441
3032,South East,9175000,17/10/2020,941,10.256130790190737
4104,West Midlands,2928000,17/10/2020,1120,38.25136612021858
5805,Northern Ireland,1885000,17/10/2020,1031,54.69496021220159
6405,Scotland,5454000,17/10/2020,1167,21.397139713971395
5198,Wales,3136000,17/10/2020,674,21.49234693877551
2496,North West,7300000,17/10/2020,4005,54.863013698630134
1424,London,8899375,17/10/2020,1166,13.102043682842895
4833,Wales,3136000,17/10/2021,2965,94.54719387755101
5440,Northern Ireland,1885000,17/10/2021,966,51.246684350132625
6040,Scotland,5454000,17/10/2021,2666,48.88155482214888
1393,London,8899375,17/11/2020,2102,23.619636210408036
6374,Scotland,5454000,17/11/2020,1248,22.882288228822883
857,East of England,5847000,17/11/2020,1133,19.377458525739694
4073,West Midlands,2928000,17/11/2020,2639,90.12978142076503
3001,South East,9175000,17/11/2020,2026,22.08174386920981
4609,Yorkshire and the Humber,5486000,17/11/2020,2540,46.29967189208895
5167,Wales,3136000,17/11/2020,705,22.480867346938776
2465,North West,7300000,17/11/2020,2446,33.50684931506849
3537,South West,5616000,17/11/2020,1259,22.41809116809117
321,East Midlands,4533000,17/11/2020,1982,43.72380322082506
1929,North East,2597000,17/11/2020,1276,49.13361571043512
5774,Northern Ireland,1885000,17/11/2020,549,29.12466843501326
4579,Yorkshire and the Humber,5486000,17/12/2020,1120,20.41560335399198
4043,West Midlands,2928000,17/12/2020,1752,59.8360655737705
1899,North East,2597000,17/12/2020,590,22.718521370812475
291,East Midlands,4533000,17/12/2020,1394,30.752261195676155
2971,South East,9175000,17/12/2020,4744,51.705722070844686
5137,Wales,3136000,17/12/2020,11468,365.6887755102041
3507,South West,5616000,17/12/2020,1135,20.210113960113958
5744,Northern Ireland,1885000,17/12/2020,656,34.801061007957564
2435,North West,7300000,17/12/2020,1848,25.315068493150687
827,East of England,5847000,17/12/2020,3879,66.34171369933298
1363,London,8899375,17/12/2020,5762,64.74611981178454
6344,Scotland,5454000,17/12/2020,858,15.731573157315733
4547,Yorkshire and the Humber,5486000,18/01/2021,1998,36.41997812613926
1331,London,8899375,18/01/2021,7051,79.23028302549336
795,East of England,5847000,18/01/2021,3999,68.39404822986147
4011,West Midlands,2928000,18/01/2021,4691,160.21174863387978
259,East Midlands,4533000,18/01/2021,2664,58.76902713434812
5712,Northern Ireland,1885000,18/01/2021,640,33.95225464190982
1867,North East,2597000,18/01/2021,1087,41.8559876780901
5105,Wales,3136000,18/01/2021,1332,42.474489795918366
6312,Scotland,5454000,18/01/2021,1429,26.200953428676204
2939,South East,9175000,18/01/2021,5445,59.346049046321525
2403,North West,7300000,18/01/2021,4666,63.917808219178085
3475,South West,5616000,18/01/2021,2340,41.66666666666667
2908,South East,9175000,18/02/2021,1260,13.732970027247957
3444,South West,5616000,18/02/2021,682,12.143874643874645
1300,London,8899375,18/02/2021,1391,15.630311117353747
228,East Midlands,4533000,18/02/2021,1373,30.28899183763512
5074,Wales,3136000,18/02/2021,290,9.247448979591837
6281,Scotland,5454000,18/02/2021,685,12.559589292262558
5681,Northern Ireland,1885000,18/02/2021,342,18.143236074270558
1836,North East,2597000,18/02/2021,563,21.678860223334617
4516,Yorkshire and the Humber,5486000,18/02/2021,1210,22.056142909223478
764,East of England,5847000,18/02/2021,1004,17.171198905421583
3980,West Midlands,2928000,18/02/2021,1586,54.166666666666664
2372,North West,7300000,18/02/2021,1575,21.575342465753423
5411,Wales,3136000,18/03/2020,13,0.4145408163265306
6618,Scotland,5454000,18/03/2020,32,0.5867253392005868
6018,Northern Ireland,1885000,18/03/2020,6,0.3183023872679045
1808,North East,2597000,18/03/2021,375,14.43973815941471
1272,London,8899375,18/03/2021,535,6.011658122059133
736,East of England,5847000,18/03/2021,388,6.635881648708739
4488,Yorkshire and the Humber,5486000,18/03/2021,1005,18.319358366751732
6253,Scotland,5454000,18/03/2021,624,11.441144114411442
5653,Northern Ireland,1885000,18/03/2021,169,8.96551724137931
5046,Wales,3136000,18/03/2021,297,9.470663265306124
2344,North West,7300000,18/03/2021,805,11.027397260273972
3952,West Midlands,2928000,18/03/2021,642,21.92622950819672
3416,South West,5616000,18/03/2021,258,4.594017094017094
200,East Midlands,4533000,18/03/2021,633,13.964262078093977
2880,South East,9175000,18/03/2021,521,5.678474114441417
4822,Yorkshire and the Humber,5486000,18/04/2020,370,6.744440393729493
3750,South West,5616000,18/04/2020,226,4.0242165242165235
5380,Wales,3136000,18/04/2020,292,9.311224489795919
2678,North West,7300000,18/04/2020,550,7.534246575342467
5987,Northern Ireland,1885000,18/04/2020,148,7.8514588859416445
3214,South East,9175000,18/04/2020,414,4.512261580381471
1606,London,8899375,18/04/2020,689,7.742116721679894
2142,North East,2597000,18/04/2020,158,6.083943011166731
6587,Scotland,5454000,18/04/2020,411,7.535753575357536
1070,East of England,5847000,18/04/2020,344,5.883358987514965
534,East Midlands,4533000,18/04/2020,138,3.0443414956982133
4286,West Midlands,2928000,18/04/2020,327,11.168032786885245
1241,London,8899375,18/04/2021,205,2.3035325514432192
169,East Midlands,4533000,18/04/2021,159,3.507610853739245
2313,North West,7300000,18/04/2021,217,2.9726027397260277
4457,Yorkshire and the Humber,5486000,18/04/2021,300,5.4684651841049945
3385,South West,5616000,18/04/2021,74,1.3176638176638176
6222,Scotland,5454000,18/04/2021,211,3.8687202053538687
3921,West Midlands,2928000,18/04/2021,163,5.566939890710382
705,East of England,5847000,18/04/2021,134,2.2917735590901316
5015,Wales,3136000,18/04/2021,94,2.997448979591837
2849,South East,9175000,18/04/2021,180,1.9618528610354224
1777,North East,2597000,18/04/2021,63,2.4258760107816713
5622,Northern Ireland,1885000,18/04/2021,82,4.3501326259946955
2648,North West,7300000,18/05/2020,176,2.410958904109589
4792,Yorkshire and the Humber,5486000,18/05/2020,113,2.059788552679548
2112,North East,2597000,18/05/2020,14,0.5390835579514824
6557,Scotland,5454000,18/05/2020,57,1.045104510451045
5957,Northern Ireland,1885000,18/05/2020,16,0.8488063660477454
4256,West Midlands,2928000,18/05/2020,143,4.883879781420765
1576,London,8899375,18/05/2020,47,0.5281269752089333
1040,East of England,5847000,18/05/2020,97,1.6589704121771847
3720,South West,5616000,18/05/2020,21,0.37393162393162394
504,East Midlands,4533000,18/05/2020,91,2.0075005515111406
5350,Wales,3136000,18/05/2020,101,3.220663265306122
3184,South East,9175000,18/05/2020,103,1.122615803814714
2283,North West,7300000,18/05/2021,0,0.0
675,East of England,5847000,18/05/2021,0,0.0
1211,London,8899375,18/05/2021,0,0.0
5592,Northern Ireland,1885000,18/05/2021,104,5.517241379310344
139,East Midlands,4533000,18/05/2021,0,0.0
3355,South West,5616000,18/05/2021,0,0.0
1747,North East,2597000,18/05/2021,0,0.0
3891,West Midlands,2928000,18/05/2021,0,0.0
2819,South East,9175000,18/05/2021,0,0.0
4427,Yorkshire and the Humber,5486000,18/05/2021,0,0.0
6192,Scotland,5454000,18/05/2021,268,4.913824715804914
4985,Wales,3136000,18/05/2021,32,1.0204081632653061
3153,South East,9175000,18/06/2020,61,0.6648501362397821
2617,North West,7300000,18/06/2020,52,0.7123287671232876
2081,North East,2597000,18/06/2020,13,0.5005775895263765
6526,Scotland,5454000,18/06/2020,11,0.20168683535020168
4761,Yorkshire and the Humber,5486000,18/06/2020,29,0.5286183011301494
3689,South West,5616000,18/06/2020,9,0.16025641025641024
5319,Wales,3136000,18/06/2020,48,1.530612244897959
1545,London,8899375,18/06/2020,17,0.1910246506074865
473,East Midlands,4533000,18/06/2020,25,0.5515111405250386
5926,Northern Ireland,1885000,18/06/2020,1,0.05305039787798409
1009,East of England,5847000,18/06/2020,44,0.7525226611937745
4225,West Midlands,2928000,18/06/2020,21,0.7172131147540983
5561,Northern Ireland,1885000,18/06/2021,178,9.442970822281167
3860,West Midlands,2928000,18/06/2021,677,23.121584699453553
4954,Wales,3136000,18/06/2021,163,5.1977040816326525
2252,North West,7300000,18/06/2021,2754,37.726027397260275
644,East of England,5847000,18/06/2021,429,7.337095946639303
1180,London,8899375,18/06/2021,1200,13.48409298405787
1716,North East,2597000,18/06/2021,633,24.374278013092027
108,East Midlands,4533000,18/06/2021,563,12.420030884623868
4396,Yorkshire and the Humber,5486000,18/06/2021,953,17.37149106817353
3324,South West,5616000,18/06/2021,810,14.423076923076925
6161,Scotland,5454000,18/06/2021,950,17.418408507517416
2788,South East,9175000,18/06/2021,882,9.61307901907357
2587,North West,7300000,18/07/2020,167,2.2876712328767126
3659,South West,5616000,18/07/2020,6,0.10683760683760685
1515,London,8899375,18/07/2020,109,1.2248051127185897
6496,Scotland,5454000,18/07/2020,21,0.38503850385038507
5289,Wales,3136000,18/07/2020,10,0.31887755102040816
979,East of England,5847000,18/07/2020,107,1.8299982897212244
4195,West Midlands,2928000,18/07/2020,77,2.629781420765027
5896,Northern Ireland,1885000,18/07/2020,0,0.0
2051,North East,2597000,18/07/2020,16,0.6160954948016942
4731,Yorkshire and the Humber,5486000,18/07/2020,100,1.822821728034998
443,East Midlands,4533000,18/07/2020,110,2.4266490183101697
3123,South East,9175000,18/07/2020,87,0.9482288828337874
3294,South West,5616000,18/07/2021,4925,87.69586894586894
614,East of England,5847000,18/07/2021,3829,65.48657431161278
4924,Wales,3136000,18/07/2021,1112,35.45918367346939
5531,Northern Ireland,1885000,18/07/2021,537,28.488063660477454
3830,West Midlands,2928000,18/07/2021,4612,157.5136612021858
4366,Yorkshire and the Humber,5486000,18/07/2021,4964,90.48487057965731
2758,South East,9175000,18/07/2021,5657,61.6566757493188
6131,Scotland,5454000,18/07/2021,1735,31.81151448478181
1150,London,8899375,18/07/2021,5451,61.251492380082865
1686,North East,2597000,18/07/2021,3889,149.7497112052368
2222,North West,7300000,18/07/2021,6962,95.36986301369863
78,East Midlands,4533000,18/07/2021,3712,81.88837414515773
3628,South West,5616000,18/08/2020,61,1.0861823361823362
412,East Midlands,4533000,18/08/2020,79,1.742775204059122
5258,Wales,3136000,18/08/2020,24,0.7653061224489796
1484,London,8899375,18/08/2020,145,1.6293279022403258
4164,West Midlands,2928000,18/08/2020,137,4.6789617486338795
4700,Yorkshire and the Humber,5486000,18/08/2020,161,2.934742982136347
2020,North East,2597000,18/08/2020,22,0.8471313053523296
6465,Scotland,5454000,18/08/2020,49,0.8984231756508984
948,East of England,5847000,18/08/2020,68,1.16298956729947
5865,Northern Ireland,1885000,18/08/2020,41,2.1750663129973478
3092,South East,9175000,18/08/2020,76,0.8283378746594006
2556,North West,7300000,18/08/2020,211,2.8904109589041096
47,East Midlands,4533000,18/08/2021,2824,62.29869843370836
5500,Northern Ireland,1885000,18/08/2021,1345,71.3527851458886
4335,Yorkshire and the Humber,5486000,18/08/2021,3297,60.098432373313884
2727,South East,9175000,18/08/2021,4511,49.166212534059945
4893,Wales,3136000,18/08/2021,1373,43.78188775510204
1655,North East,2597000,18/08/2021,1178,45.36003080477474
583,East of England,5847000,18/08/2021,2496,42.68855823499231
3799,West Midlands,2928000,18/08/2021,3106,106.07923497267761
2191,North West,7300000,18/08/2021,3275,44.863013698630134
3263,South West,5616000,18/08/2021,4027,71.70584045584046
1119,London,8899375,18/08/2021,3489,39.20500035114826
6100,Scotland,5454000,18/08/2021,2538,46.53465346534653
1989,North East,2597000,18/09/2020,332,12.783981517135157
5834,Northern Ireland,1885000,18/09/2020,163,8.647214854111406
4669,Yorkshire and the Humber,5486000,18/09/2020,517,9.42398833394094
3597,South West,5616000,18/09/2020,94,1.673789173789174
917,East of England,5847000,18/09/2020,107,1.8299982897212244
2525,North West,7300000,18/09/2020,1402,19.205479452054796
4133,West Midlands,2928000,18/09/2020,469,16.01775956284153
5227,Wales,3136000,18/09/2020,185,5.899234693877551
1453,London,8899375,18/09/2020,377,4.236252545824847
3061,South East,9175000,18/09/2020,131,1.4277929155313351
381,East Midlands,4533000,18/09/2020,264,5.823957643944408
6434,Scotland,5454000,18/09/2020,203,3.722038870553722
1088,London,8899375,18/09/2021,2179,24.484865510218413
6069,Scotland,5454000,18/09/2021,6116,112.13788045471213
552,East of England,5847000,18/09/2021,2295,39.25089789635711
3232,South West,5616000,18/09/2021,1752,31.196581196581196
2696,South East,9175000,18/09/2021,2820,30.735694822888284
16,East Midlands,4533000,18/09/2021,2434,53.69512464151776
3768,West Midlands,2928000,18/09/2021,2969,101.4002732240437
4304,Yorkshire and the Humber,5486000,18/09/2021,2707,49.343784177907395
5469,Northern Ireland,1885000,18/09/2021,1072,56.870026525198945
1624,North East,2597000,18/09/2021,1274,49.056603773584904
4862,Wales,3136000,18/09/2021,0,0.0
2160,North West,7300000,18/09/2021,3712,50.84931506849315
6404,Scotland,5454000,18/10/2020,316,5.793912724605794
887,East of England,5847000,18/10/2020,821,14.041388746365659
351,East Midlands,4533000,18/10/2020,1510,33.31127288771233
4103,West Midlands,2928000,18/10/2020,1382,47.19945355191257
5197,Wales,3136000,18/10/2020,950,30.293367346938776
3031,South East,9175000,18/10/2020,859,9.362397820163489
1959,North East,2597000,18/10/2020,555,21.370812475933768
5804,Northern Ireland,1885000,18/10/2020,1012,53.6870026525199
1423,London,8899375,18/10/2020,1646,18.495680876466047
4639,Yorkshire and the Humber,5486000,18/10/2020,2897,52.807145461173896
3567,South West,5616000,18/10/2020,549,9.775641025641026
2495,North West,7300000,18/10/2020,4335,59.38356164383561
6039,Scotland,5454000,18/10/2021,2194,40.227356068940225
4832,Wales,3136000,18/10/2021,6398,204.01785714285714
5439,Northern Ireland,1885000,18/10/2021,1091,57.87798408488064
3536,South West,5616000,18/11/2020,1190,21.18945868945869
1928,North East,2597000,18/11/2020,1556,59.91528686946477
4072,West Midlands,2928000,18/11/2020,2006,68.51092896174863
4608,Yorkshire and the Humber,5486000,18/11/2020,2907,52.98942763397739
5773,Northern Ireland,1885000,18/11/2020,518,27.480106100795755
3000,South East,9175000,18/11/2020,1784,19.444141689373296
5166,Wales,3136000,18/11/2020,638,20.34438775510204
320,East Midlands,4533000,18/11/2020,1641,36.20119126406353
2464,North West,7300000,18/11/2020,3120,42.73972602739726
1392,London,8899375,18/11/2020,2023,22.731933422290894
856,East of England,5847000,18/11/2020,890,15.221481101419533
6373,Scotland,5454000,18/11/2020,1264,23.175650898423175
5743,Northern Ireland,1885000,18/12/2020,510,27.05570291777188
2970,South East,9175000,18/12/2020,5015,54.65940054495913
1362,London,8899375,18/12/2020,7378,82.90469836364913
4042,West Midlands,2928000,18/12/2020,1728,59.016393442622956
6343,Scotland,5454000,18/12/2020,744,13.64136413641364
290,East Midlands,4533000,18/12/2020,1935,42.686962276637985
1898,North East,2597000,18/12/2020,515,19.830573738929534
5136,Wales,3136000,18/12/2020,2801,89.31760204081633
4578,Yorkshire and the Humber,5486000,18/12/2020,1030,18.77506379876048
3506,South West,5616000,18/12/2020,938,16.7022792022792
2434,North West,7300000,18/12/2020,1530,20.958904109589042
826,East of England,5847000,18/12/2020,4157,71.0962886950573
6311,Scotland,5454000,19/01/2021,1165,21.36046938027136
258,East Midlands,4533000,19/01/2021,2284,50.38605779836753
3474,South West,5616000,19/01/2021,2108,37.535612535612536
4010,West Midlands,2928000,19/01/2021,4152,141.80327868852459
5711,Northern Ireland,1885000,19/01/2021,713,37.824933687002655
794,East of England,5847000,19/01/2021,3556,60.817513254660504
1330,London,8899375,19/01/2021,6237,70.08357328464078
1866,North East,2597000,19/01/2021,1066,41.04736234116288
2938,South East,9175000,19/01/2021,4588,50.00544959128066
5104,Wales,3136000,19/01/2021,1106,35.267857142857146
2402,North West,7300000,19/01/2021,4011,54.945205479452056
4546,Yorkshire and the Humber,5486000,19/01/2021,2087,38.04228946409041
4515,Yorkshire and the Humber,5486000,19/02/2021,1291,23.532628508931825
227,East Midlands,4533000,19/02/2021,1168,25.766600485329803
1835,North East,2597000,19/02/2021,618,23.796688486715443
2907,South East,9175000,19/02/2021,1075,11.716621253405995
763,East of England,5847000,19/02/2021,1057,18.077646656404994
6280,Scotland,5454000,19/02/2021,885,16.226622662266227
2371,North West,7300000,19/02/2021,1732,23.726027397260275
5073,Wales,3136000,19/02/2021,533,16.996173469387756
1299,London,8899375,19/02/2021,1328,14.922396235690709
3979,West Midlands,2928000,19/02/2021,1342,45.833333333333336
3443,South West,5616000,19/02/2021,623,11.093304843304843
5680,Northern Ireland,1885000,19/02/2021,313,16.60477453580902
6617,Scotland,5454000,19/03/2020,39,0.7150715071507151
6017,Northern Ireland,1885000,19/03/2020,9,0.47745358090185674
5410,Wales,3136000,19/03/2020,21,0.6696428571428571
1807,North East,2597000,19/03/2021,293,11.282248748556025
4487,Yorkshire and the Humber,5486000,19/03/2021,872,15.895005468465184
5045,Wales,3136000,19/03/2021,201,6.409438775510203
199,East Midlands,4533000,19/03/2021,367,8.096183542907566
3415,South West,5616000,19/03/2021,202,3.596866096866097
1271,London,8899375,19/03/2021,405,4.550881382119531
2879,South East,9175000,19/03/2021,423,4.610354223433243
735,East of England,5847000,19/03/2021,440,7.525226611937746
2343,North West,7300000,19/03/2021,386,5.287671232876712
3951,West Midlands,2928000,19/03/2021,392,13.387978142076504
6252,Scotland,5454000,19/03/2021,655,12.00953428676201
5652,Northern Ireland,1885000,19/03/2021,137,7.267904509283819
1605,London,8899375,19/04/2020,453,5.0902451014818455
2141,North East,2597000,19/04/2020,280,10.78167115902965
533,East Midlands,4533000,19/04/2020,236,5.206265166556364
6586,Scotland,5454000,19/04/2020,367,6.72900623395673
4285,West Midlands,2928000,19/04/2020,382,13.046448087431694
5986,Northern Ireland,1885000,19/04/2020,159,8.435013262599469
4821,Yorkshire and the Humber,5486000,19/04/2020,257,4.684651841049946
1069,East of England,5847000,19/04/2020,273,4.669061056952283
3213,South East,9175000,19/04/2020,678,7.389645776566757
3749,South West,5616000,19/04/2020,221,3.935185185185185
5379,Wales,3136000,19/04/2020,334,10.650510204081634
2677,North West,7300000,19/04/2020,634,8.684931506849315
2848,South East,9175000,19/04/2021,327,3.5640326975476837
5014,Wales,3136000,19/04/2021,102,3.252551020408163
4456,Yorkshire and the Humber,5486000,19/04/2021,452,8.239154210718192
1776,North East,2597000,19/04/2021,109,4.197150558336542
5621,Northern Ireland,1885000,19/04/2021,79,4.190981432360743
6221,Scotland,5454000,19/04/2021,232,4.253758709204254
3384,South West,5616000,19/04/2021,162,2.8846153846153846
3920,West Midlands,2928000,19/04/2021,310,10.587431693989071
1240,London,8899375,19/04/2021,378,4.247489289978229
2312,North West,7300000,19/04/2021,329,4.506849315068493
704,East of England,5847000,19/04/2021,228,3.899435608004105
168,East Midlands,4533000,19/04/2021,237,5.228325612177366
1575,London,8899375,19/05/2020,42,0.4719432544420254
3183,South East,9175000,19/05/2020,86,0.9373297002724795
3719,South West,5616000,19/05/2020,25,0.44515669515669515
5349,Wales,3136000,19/05/2020,166,5.293367346938775
5956,Northern Ireland,1885000,19/05/2020,20,1.0610079575596818
6556,Scotland,5454000,19/05/2020,61,1.1184451778511184
2111,North East,2597000,19/05/2020,85,3.273007316134001
4791,Yorkshire and the Humber,5486000,19/05/2020,90,1.6405395552314983
1039,East of England,5847000,19/05/2020,44,0.7525226611937745
2647,North West,7300000,19/05/2020,151,2.0684931506849313
503,East Midlands,4533000,19/05/2020,65,1.4339289653651004
4255,West Midlands,2928000,19/05/2020,116,3.9617486338797816
5591,Northern Ireland,1885000,19/05/2021,107,5.676392572944297
1210,London,8899375,19/05/2021,262,2.9440269681859683
6191,Scotland,5454000,19/05/2021,394,7.224055738907223
4426,Yorkshire and the Humber,5486000,19/05/2021,321,5.851257746992344
138,East Midlands,4533000,19/05/2021,73,1.6104125303331127
1746,North East,2597000,19/05/2021,74,2.8494416634578363
2818,South East,9175000,19/05/2021,108,1.1771117166212535
674,East of England,5847000,19/05/2021,114,1.9497178040020524
4984,Wales,3136000,19/05/2021,44,1.403061224489796
3354,South West,5616000,19/05/2021,54,0.9615384615384616
3890,West Midlands,2928000,19/05/2021,97,3.3128415300546448
2282,North West,7300000,19/05/2021,459,6.287671232876712
3688,South West,5616000,19/06/2020,3,0.05341880341880342
1008,East of England,5847000,19/06/2020,82,1.4024285958611253
2616,North West,7300000,19/06/2020,37,0.5068493150684932
5925,Northern Ireland,1885000,19/06/2020,3,0.15915119363395225
4760,Yorkshire and the Humber,5486000,19/06/2020,40,0.7291286912139993
6525,Scotland,5454000,19/06/2020,27,0.49504950495049505
2080,North East,2597000,19/06/2020,7,0.2695417789757412
5318,Wales,3136000,19/06/2020,31,0.9885204081632654
3152,South East,9175000,19/06/2020,35,0.3814713896457766
1544,London,8899375,19/06/2020,16,0.17978790645410495
472,East Midlands,4533000,19/06/2020,31,0.6838738142510479
4224,West Midlands,2928000,19/06/2020,58,1.9808743169398908
6160,Scotland,5454000,19/06/2021,1209,22.16721672167217
643,East of England,5847000,19/06/2021,443,7.576534975200957
1715,North East,2597000,19/06/2021,742,28.571428571428573
4953,Wales,3136000,19/06/2021,0,0.0
3859,West Midlands,2928000,19/06/2021,659,22.506830601092894
4395,Yorkshire and the Humber,5486000,19/06/2021,991,18.064163324826833
5560,Northern Ireland,1885000,19/06/2021,158,8.381962864721485
1179,London,8899375,19/06/2021,1172,13.169464147763186
107,East Midlands,4533000,19/06/2021,551,12.155305537171852
2787,South East,9175000,19/06/2021,802,8.741144414168938
3323,South West,5616000,19/06/2021,739,13.158831908831909
2251,North West,7300000,19/06/2021,2538,34.76712328767123
3122,South East,9175000,19/07/2020,50,0.5449591280653951
442,East Midlands,4533000,19/07/2020,109,2.4045885726891685
4194,West Midlands,2928000,19/07/2020,82,2.8005464480874314
1514,London,8899375,19/07/2020,51,0.5730739518224595
6495,Scotland,5454000,19/07/2020,23,0.4217088375504217
3658,South West,5616000,19/07/2020,30,0.5341880341880342
5895,Northern Ireland,1885000,19/07/2020,0,0.0
4730,Yorkshire and the Humber,5486000,19/07/2020,100,1.822821728034998
978,East of England,5847000,19/07/2020,80,1.3682230203523174
2586,North West,7300000,19/07/2020,127,1.7397260273972603
2050,North East,2597000,19/07/2020,21,0.8086253369272237
5288,Wales,3136000,19/07/2020,31,0.9885204081632654
1685,North East,2597000,19/07/2021,3159,121.64035425490951
3829,West Midlands,2928000,19/07/2021,3918,133.81147540983608
4365,Yorkshire and the Humber,5486000,19/07/2021,4227,77.05067444403937
2757,South East,9175000,19/07/2021,4545,49.53678474114441
2221,North West,7300000,19/07/2021,5176,70.9041095890411
1149,London,8899375,19/07/2021,3940,44.27277196432334
5530,Northern Ireland,1885000,19/07/2021,1776,94.21750663129974
3293,South West,5616000,19/07/2021,3960,70.51282051282053
77,East Midlands,4533000,19/07/2021,2950,65.07831458195454
4923,Wales,3136000,19/07/2021,2053,65.4655612244898
613,East of England,5847000,19/07/2021,2249,38.46416965965452
6130,Scotland,5454000,19/07/2021,1464,26.842684268426844
2019,North East,2597000,19/08/2020,22,0.8471313053523296
5257,Wales,3136000,19/08/2020,21,0.6696428571428571
5864,Northern Ireland,1885000,19/08/2020,34,1.803713527851459
3091,South East,9175000,19/08/2020,63,0.6866485013623977
947,East of England,5847000,19/08/2020,39,0.6670087224217548
1483,London,8899375,19/08/2020,105,1.1798581361050635
411,East Midlands,4533000,19/08/2020,65,1.4339289653651004
2555,North West,7300000,19/08/2020,176,2.410958904109589
6464,Scotland,5454000,19/08/2020,50,0.9167583425009168
4163,West Midlands,2928000,19/08/2020,99,3.3811475409836063
4699,Yorkshire and the Humber,5486000,19/08/2020,102,1.8592781625956982
3627,South West,5616000,19/08/2020,35,0.6232193732193733
4892,Wales,3136000,19/08/2021,1480,47.19387755102041
2726,South East,9175000,19/08/2021,4671,50.91008174386921
582,East of England,5847000,19/08/2021,2431,41.57687703095605
1654,North East,2597000,19/08/2021,1260,48.517520215633425
46,East Midlands,4533000,19/08/2021,2753,60.73240679461725
4334,Yorkshire and the Humber,5486000,19/08/2021,2919,53.2081662413416
3798,West Midlands,2928000,19/08/2021,3114,106.35245901639344
3262,South West,5616000,19/08/2021,5210,92.77065527065527
5499,Northern Ireland,1885000,19/08/2021,1963,104.13793103448276
6099,Scotland,5454000,19/08/2021,3367,61.734506784011735
1118,London,8899375,19/08/2021,3272,36.76662686986445
2190,North West,7300000,19/08/2021,3577,49.0
916,East of England,5847000,19/09/2020,139,2.3772874978621514
6433,Scotland,5454000,19/09/2020,350,6.417308397506417
1988,North East,2597000,19/09/2020,370,14.247208317289179
5833,Northern Ireland,1885000,19/09/2020,222,11.777188328912468
380,East Midlands,4533000,19/09/2020,206,4.544451797926318
4668,Yorkshire and the Humber,5486000,19/09/2020,529,9.64272694130514
2524,North West,7300000,19/09/2020,1334,18.273972602739725
3596,South West,5616000,19/09/2020,82,1.46011396011396
3060,South East,9175000,19/09/2020,163,1.776566757493188
5226,Wales,3136000,19/09/2020,212,6.760204081632653
4132,West Midlands,2928000,19/09/2020,442,15.095628415300546
1452,London,8899375,19/09/2020,320,3.595758129082099
4303,Yorkshire and the Humber,5486000,19/09/2021,2604,47.46627779803135
2695,South East,9175000,19/09/2021,3025,32.9700272479564
2159,North West,7300000,19/09/2021,3138,42.986301369863014
4861,Wales,3136000,19/09/2021,2717,86.6390306122449
15,East Midlands,4533000,19/09/2021,2205,48.64328259430841
1087,London,8899375,19/09/2021,2402,26.9906594564225
5468,Northern Ireland,1885000,19/09/2021,889,47.16180371352785
6068,Scotland,5454000,19/09/2021,3833,70.27869453612028
1623,North East,2597000,19/09/2021,1043,40.16172506738545
3231,South West,5616000,19/09/2021,2071,36.87678062678062
551,East of England,5847000,19/09/2021,1997,34.15426714554472
3767,West Midlands,2928000,19/09/2021,2741,93.61338797814209
5196,Wales,3136000,19/10/2020,626,19.96173469387755
3566,South West,5616000,19/10/2020,523,9.312678062678062
4102,West Midlands,2928000,19/10/2020,1383,47.23360655737705
1958,North East,2597000,19/10/2020,707,27.223719676549862
3030,South East,9175000,19/10/2020,1051,11.455040871934605
6403,Scotland,5454000,19/10/2020,993,18.20682068206821
4638,Yorkshire and the Humber,5486000,19/10/2020,2699,49.1979584396646
886,East of England,5847000,19/10/2020,719,12.296904395416453
350,East Midlands,4533000,19/10/2020,1952,43.06198985219501
2494,North West,7300000,19/10/2020,5217,71.46575342465754
5803,Northern Ireland,1885000,19/10/2020,820,43.50132625994695
1422,London,8899375,19/10/2020,1945,21.85546737832713
6038,Scotland,5454000,19/10/2021,2459,45.086175284195086
5438,Northern Ireland,1885000,19/10/2021,1367,72.51989389920425
4831,Wales,3136000,19/10/2021,3200,102.04081632653062
1927,North East,2597000,19/11/2020,1290,49.672699268386594
5772,Northern Ireland,1885000,19/11/2020,487,25.83554376657825
319,East Midlands,4533000,19/11/2020,1807,39.86322523714979
6372,Scotland,5454000,19/11/2020,1089,19.966996699669966
3535,South West,5616000,19/11/2020,1538,27.38603988603989
4607,Yorkshire and the Humber,5486000,19/11/2020,3025,55.14035727305869
2463,North West,7300000,19/11/2020,2673,36.61643835616439
1391,London,8899375,19/11/2020,2540,28.541330149589154
5165,Wales,3136000,19/11/2020,1048,33.41836734693877
855,East of England,5847000,19/11/2020,1504,25.72259278262357
2999,South East,9175000,19/11/2020,2527,27.54223433242507
