,areaname,population,date,newcasesbypublishdate,cases_per_100k
1019,East of England,5847000,08/06/2020,5,0.08551393877201983
2627,North West,7300000,08/06/2020,14,0.19178082191780824
4771,Yorkshire and the Humber,5486000,08/06/2020,10,0.18228217280349981
5329,Wales,3136000,08/06/2020,42,1.3392857142857142
1555,London,8899375,08/06/2020,0,0.0
2091,North East,2597000,08/06/2020,2,0.07701193685021178
5936,Northern Ireland,1885000,08/06/2020,6,0.3183023872679045
3163,South East,9175000,08/06/2020,16,0.17438692098092642
5571,Northern Ireland,1885000,08/06/2021,81,4.297082228116711
1726,North East,2597000,08/06/2021,242,9.318444358875626
2798,South East,9175000,08/06/2021,465,5.068119891008174
4964,Wales,3136000,08/06/2021,22,0.701530612244898
6171,Scotland,5454000,08/06/2021,695,12.742940960762745
1190,London,8899375,08/06/2021,773,8.686003230563944
2262,North West,7300000,08/06/2021,1840,25.205479452054796
4406,Yorkshire and the Humber,5486000,08/06/2021,541,9.86146554866934
3334,South West,5616000,08/06/2021,262,4.665242165242165
118,East Midlands,4533000,08/06/2021,311,6.86079858813148
654,East of England,5847000,08/06/2021,313,5.353172567128442
3870,West Midlands,2928000,08/06/2021,400,13.66120218579235
6506,Scotland,5454000,08/07/2020,7,0.12834616795012835
5299,Wales,3136000,08/07/2020,13,0.4145408163265306
5906,Northern Ireland,1885000,08/07/2020,4,0.21220159151193635
3669,South West,5616000,08/07/2020,14,0.2492877492877493
4205,West Midlands,2928000,08/07/2020,39,1.3319672131147542
1525,London,8899375,08/07/2020,44,0.49441674274878855
2597,North West,7300000,08/07/2020,131,1.7945205479452055
453,East Midlands,4533000,08/07/2020,139,3.0664019413192145
2061,North East,2597000,08/07/2020,4,0.15402387370042356
989,East of England,5847000,08/07/2020,57,0.9748589020010262
4741,Yorkshire and the Humber,5486000,08/07/2020,115,2.096244987240248
3133,South East,9175000,08/07/2020,63,0.6866485013623977
88,East Midlands,4533000,08/07/2021,2115,46.65784248841827
2768,South East,9175000,08/07/2021,2806,30.583106267029972
4934,Wales,3136000,08/07/2021,701,22.353316326530614
1160,London,8899375,08/07/2021,3234,36.33963059203596
1696,North East,2597000,08/07/2021,3305,127.26222564497496
624,East of England,5847000,08/07/2021,1919,32.82024970070121
5541,Northern Ireland,1885000,08/07/2021,627,33.262599469496024
3840,West Midlands,2928000,08/07/2021,3082,105.25956284153006
4376,Yorkshire and the Humber,5486000,08/07/2021,3907,71.21764491432738
6141,Scotland,5454000,08/07/2021,2802,51.37513751375137
3304,South West,5616000,08/07/2021,2105,37.48219373219373
2232,North West,7300000,08/07/2021,5203,71.27397260273973
958,East of England,5847000,08/08/2020,48,0.8209338122113904
5268,Wales,3136000,08/08/2020,19,0.6058673469387755
2030,North East,2597000,08/08/2020,20,0.7701193685021178
3638,South West,5616000,08/08/2020,50,0.8903133903133903
2566,North West,7300000,08/08/2020,160,2.1917808219178085
3102,South East,9175000,08/08/2020,68,0.7411444141689374
4174,West Midlands,2928000,08/08/2020,66,2.2540983606557377
5875,Northern Ireland,1885000,08/08/2020,0,0.0
4710,Yorkshire and the Humber,5486000,08/08/2020,63,1.148377688662049
422,East Midlands,4533000,08/08/2020,64,1.4118685197440988
1494,London,8899375,08/08/2020,112,1.2585153451787345
6475,Scotland,5454000,08/08/2020,60,1.1001100110011002
4345,Yorkshire and the Humber,5486000,08/08/2021,2661,48.5052861830113
2201,North West,7300000,08/08/2021,3037,41.602739726027394
3809,West Midlands,2928000,08/08/2021,2793,95.38934426229508
2737,South East,9175000,08/08/2021,3345,36.45776566757493
1129,London,8899375,08/08/2021,3662,41.148957089683265
1665,North East,2597000,08/08/2021,957,36.850211782826335
5510,Northern Ireland,1885000,08/08/2021,1129,59.89389920424403
3273,South West,5616000,08/08/2021,2695,47.98789173789174
6110,Scotland,5454000,08/08/2021,1240,22.735606894022734
593,East of England,5847000,08/08/2021,2167,37.0617410637934
57,East Midlands,4533000,08/08/2021,2450,54.04809177145378
4903,Wales,3136000,08/08/2021,864,27.551020408163264
5237,Wales,3136000,08/09/2020,150,4.783163265306122
4679,Yorkshire and the Humber,5486000,08/09/2020,297,5.413780532263945
391,East Midlands,4533000,08/09/2020,175,3.8605779836752703
2535,North West,7300000,08/09/2020,474,6.493150684931507
1999,North East,2597000,08/09/2020,108,4.158644589911436
4143,West Midlands,2928000,08/09/2020,252,8.606557377049182
6444,Scotland,5454000,08/09/2020,176,3.226989365603227
3071,South East,9175000,08/09/2020,224,2.44141689373297
1463,London,8899375,08/09/2020,327,3.674415338155769
3607,South West,5616000,08/09/2020,103,1.834045584045584
5844,Northern Ireland,1885000,08/09/2020,40,2.1220159151193636
927,East of England,5847000,08/09/2020,116,1.9839233795108602
26,East Midlands,4533000,08/09/2021,2815,62.10015442311935
6079,Scotland,5454000,08/09/2021,5810,106.52731939860654
4314,Yorkshire and the Humber,5486000,08/09/2021,3481,63.452424352898284
3242,South West,5616000,08/09/2021,3096,55.128205128205124
2706,South East,9175000,08/09/2021,4142,45.14441416893733
562,East of England,5847000,08/09/2021,2875,49.1705147939114
2170,North West,7300000,08/09/2021,4129,56.561643835616444
5479,Northern Ireland,1885000,08/09/2021,1210,64.19098143236074
1634,North East,2597000,08/09/2021,1539,59.26068540623797
4872,Wales,3136000,08/09/2021,2669,85.10841836734693
1098,London,8899375,08/09/2021,3536,39.73312732635719
3778,West Midlands,2928000,08/09/2021,3061,104.54234972677595
3577,South West,5616000,08/10/2020,768,13.675213675213676
897,East of England,5847000,08/10/2020,807,13.801949717804002
5207,Wales,3136000,08/10/2020,638,20.34438775510204
1969,North East,2597000,08/10/2020,1274,49.056603773584904
1433,London,8899375,08/10/2020,1252,14.068403680033711
4113,West Midlands,2928000,08/10/2020,1098,37.5
361,East Midlands,4533000,08/10/2020,1853,40.87800573571586
4649,Yorkshire and the Humber,5486000,08/10/2020,2347,42.78162595698141
5814,Northern Ireland,1885000,08/10/2020,923,48.96551724137931
6414,Scotland,5454000,08/10/2020,1027,18.83021635496883
3041,South East,9175000,08/10/2020,991,10.801089918256132
2505,North West,7300000,08/10/2020,4448,60.93150684931506
4842,Wales,3136000,08/10/2021,5705,181.91964285714286
5449,Northern Ireland,1885000,08/10/2021,1276,67.6923076923077
6049,Scotland,5454000,08/10/2021,2627,48.16648331499817
4082,West Midlands,2928000,08/11/2020,2365,80.77185792349728
330,East Midlands,4533000,08/11/2020,2175,47.98146922567836
866,East of England,5847000,08/11/2020,987,16.880451513596714
5176,Wales,3136000,08/11/2020,744,23.724489795918366
5783,Northern Ireland,1885000,08/11/2020,420,22.281167108753316
1402,London,8899375,08/11/2020,1804,20.27108645270033
6383,Scotland,5454000,08/11/2020,1115,20.443711037770445
3546,South West,5616000,08/11/2020,1016,18.091168091168093
3010,South East,9175000,08/11/2020,1499,16.337874659400544
1938,North East,2597000,08/11/2020,1506,57.98998844820947
2474,North West,7300000,08/11/2020,3077,42.15068493150685
4618,Yorkshire and the Humber,5486000,08/11/2020,3731,68.00947867298578
3516,South West,5616000,08/12/2020,526,9.366096866096866
2980,South East,9175000,08/12/2020,1944,21.18801089918256
2444,North West,7300000,08/12/2020,1154,15.808219178082192
5146,Wales,3136000,08/12/2020,780,24.872448979591837
5753,Northern Ireland,1885000,08/12/2020,351,18.620689655172416
1908,North East,2597000,08/12/2020,406,15.633423180592992
300,East Midlands,4533000,08/12/2020,887,19.56761526582837
4588,Yorkshire and the Humber,5486000,08/12/2020,837,15.257017863652935
1372,London,8899375,08/12/2020,2203,24.754547369899573
4052,West Midlands,2928000,08/12/2020,1065,36.372950819672134
836,East of England,5847000,08/12/2020,1341,22.93483837865572
6353,Scotland,5454000,08/12/2020,692,12.687935460212687
6321,Scotland,5454000,09/01/2021,1865,34.195086175284196
268,East Midlands,4533000,09/01/2021,3399,74.98345466578425
4020,West Midlands,2928000,09/01/2021,4877,166.56420765027323
2412,North West,7300000,09/01/2021,7156,98.02739726027397
1340,London,8899375,09/01/2021,15299,171.91094880258444
2948,South East,9175000,09/01/2021,10148,110.60490463215258
5114,Wales,3136000,09/01/2021,2373,75.66964285714286
804,East of England,5847000,09/01/2021,6979,119.36035573798529
3484,South West,5616000,09/01/2021,2725,48.52207977207977
5721,Northern Ireland,1885000,09/01/2021,1442,76.49867374005305
4556,Yorkshire and the Humber,5486000,09/01/2021,2236,40.758293838862556
1876,North East,2597000,09/01/2021,1097,42.24104736234116
1845,North East,2597000,09/02/2021,709,27.300731613400078
237,East Midlands,4533000,09/02/2021,1054,23.25170968453563
2917,South East,9175000,09/02/2021,1336,14.561307901907357
3453,South West,5616000,09/02/2021,765,13.62179487179487
773,East of England,5847000,09/02/2021,946,16.179237215666152
4525,Yorkshire and the Humber,5486000,09/02/2021,1085,19.77761574917973
3989,West Midlands,2928000,09/02/2021,1374,46.92622950819673
1309,London,8899375,09/02/2021,1567,17.6079780883489
2381,North West,7300000,09/02/2021,1889,25.876712328767123
6290,Scotland,5454000,09/02/2021,822,15.071507150715073
5690,Northern Ireland,1885000,09/02/2021,275,14.588859416445624
5083,Wales,3136000,09/02/2021,351,11.192602040816327
6027,Northern Ireland,1885000,09/03/2020,3,0.15915119363395225
6627,Scotland,5454000,09/03/2020,5,0.09167583425009168
5420,Wales,3136000,09/03/2020,2,0.06377551020408163
4497,Yorkshire and the Humber,5486000,09/03/2021,714,13.014947138169887
3425,South West,5616000,09/03/2021,314,5.591168091168091
745,East of England,5847000,09/03/2021,442,7.5594321874465535
3961,West Midlands,2928000,09/03/2021,552,18.852459016393443
5055,Wales,3136000,09/03/2021,166,5.293367346938775
2353,North West,7300000,09/03/2021,877,12.013698630136986
6262,Scotland,5454000,09/03/2021,466,8.544187752108543
1817,North East,2597000,09/03/2021,288,11.089718906430496
1281,London,8899375,09/03/2021,631,7.090385560783763
2889,South East,9175000,09/03/2021,479,5.220708446866484
209,East Midlands,4533000,09/03/2021,547,12.067063754687844
5662,Northern Ireland,1885000,09/03/2021,240,12.73209549071618
5996,Northern Ireland,1885000,09/04/2020,138,7.320954907161805
5389,Wales,3136000,09/04/2020,16,0.5102040816326531
6596,Scotland,5454000,09/04/2020,392,7.187385405207187
714,East of England,5847000,09/04/2021,0,0.0
1250,London,8899375,09/04/2021,0,0.0
5024,Wales,3136000,09/04/2021,114,3.635204081632653
178,East Midlands,4533000,09/04/2021,0,0.0
1786,North East,2597000,09/04/2021,0,0.0
2322,North West,7300000,09/04/2021,0,0.0
2858,South East,9175000,09/04/2021,0,0.0
6231,Scotland,5454000,09/04/2021,285,5.225522552255225
3930,West Midlands,2928000,09/04/2021,0,0.0
5631,Northern Ireland,1885000,09/04/2021,113,5.994694960212202
3394,South West,5616000,09/04/2021,0,0.0
4466,Yorkshire and the Humber,5486000,09/04/2021,0,0.0
2657,North West,7300000,09/05/2020,285,3.9041095890410955
3729,South West,5616000,09/05/2020,67,1.193019943019943
6566,Scotland,5454000,09/05/2020,156,2.8602860286028604
2121,North East,2597000,09/05/2020,87,3.3500192529842128
3193,South East,9175000,09/05/2020,187,2.0381471389645776
4265,West Midlands,2928000,09/05/2020,147,5.020491803278689
4801,Yorkshire and the Humber,5486000,09/05/2020,160,2.916514764855997
1049,East of England,5847000,09/05/2020,220,3.762613305968873
5966,Northern Ireland,1885000,09/05/2020,56,2.970822281167109
5359,Wales,3136000,09/05/2020,118,3.7627551020408165
513,East Midlands,4533000,09/05/2020,85,1.8751378777851313
1585,London,8899375,09/05/2020,111,1.247278601025353
148,East Midlands,4533000,09/05/2021,150,3.309066843150232
2828,South East,9175000,09/05/2021,136,1.4822888283378748
684,East of England,5847000,09/05/2021,104,1.7786899264580127
6201,Scotland,5454000,09/05/2021,200,3.6670333700036672
1220,London,8899375,09/05/2021,238,2.6743451085048107
5601,Northern Ireland,1885000,09/05/2021,98,5.19893899204244
2292,North West,7300000,09/05/2021,292,4.0
4994,Wales,3136000,09/05/2021,54,1.721938775510204
3900,West Midlands,2928000,09/05/2021,109,3.722677595628415
1756,North East,2597000,09/05/2021,83,3.195995379283789
3364,South West,5616000,09/05/2021,62,1.103988603988604
4436,Yorkshire and the Humber,5486000,09/05/2021,244,4.447685016405395
3698,South West,5616000,09/06/2020,23,0.40954415954415957
5935,Northern Ireland,1885000,09/06/2020,3,0.15915119363395225
3162,South East,9175000,09/06/2020,77,0.8392370572207084
4234,West Midlands,2928000,09/06/2020,63,2.1516393442622954
6535,Scotland,5454000,09/06/2020,14,0.2566923359002567
2090,North East,2597000,09/06/2020,31,1.1936850211782828
5328,Wales,3136000,09/06/2020,42,1.3392857142857142
1554,London,8899375,09/06/2020,55,0.6180209284359857
1018,East of England,5847000,09/06/2020,183,3.1298101590559257
4770,Yorkshire and the Humber,5486000,09/06/2020,66,1.203062340503099
482,East Midlands,4533000,09/06/2020,58,1.2795058460180895
2626,North West,7300000,09/06/2020,97,1.3287671232876712
5570,Northern Ireland,1885000,09/06/2021,105,5.570291777188329
2797,South East,9175000,09/06/2021,506,5.514986376021798
4963,Wales,3136000,09/06/2021,223,7.110969387755103
653,East of England,5847000,09/06/2021,227,3.882332820249701
2261,North West,7300000,09/06/2021,2112,28.931506849315067
117,East Midlands,4533000,09/06/2021,342,7.544672402382528
3869,West Midlands,2928000,09/06/2021,454,15.505464480874316
1189,London,8899375,09/06/2021,994,11.169323688461267
1725,North East,2597000,09/06/2021,302,11.628802464381979
6170,Scotland,5454000,09/06/2021,1011,18.536853685368534
4405,Yorkshire and the Humber,5486000,09/06/2021,707,12.887349617207438
3333,South West,5616000,09/06/2021,275,4.896723646723647
988,East of England,5847000,09/07/2020,45,0.7696254489481785
5905,Northern Ireland,1885000,09/07/2020,3,0.15915119363395225
2060,North East,2597000,09/07/2020,10,0.3850596842510589
3668,South West,5616000,09/07/2020,31,0.551994301994302
6505,Scotland,5454000,09/07/2020,6,0.11001100110011001
5298,Wales,3136000,09/07/2020,16,0.5102040816326531
4740,Yorkshire and the Humber,5486000,09/07/2020,107,1.950419248997448
4204,West Midlands,2928000,09/07/2020,61,2.0833333333333335
3132,South East,9175000,09/07/2020,49,0.5340599455040872
452,East Midlands,4533000,09/07/2020,118,2.603132583278182
2596,North West,7300000,09/07/2020,105,1.4383561643835616
1524,London,8899375,09/07/2020,68,0.764098602429946
4933,Wales,3136000,09/07/2021,655,20.886479591836736
3839,West Midlands,2928000,09/07/2021,3351,114.4467213114754
3303,South West,5616000,09/07/2021,2511,44.71153846153846
4375,Yorkshire and the Humber,5486000,09/07/2021,3922,71.49106817353262
2231,North West,7300000,09/07/2021,6487,88.86301369863014
87,East Midlands,4533000,09/07/2021,2444,53.91572909772777
1159,London,8899375,09/07/2021,3046,34.22712269120023
1695,North East,2597000,09/07/2021,3261,125.56796303427032
623,East of England,5847000,09/07/2021,2500,42.75696938600992
5540,Northern Ireland,1885000,09/07/2021,605,32.09549071618037
6140,Scotland,5454000,09/07/2021,3216,58.96589658965897
2767,South East,9175000,09/07/2021,3084,33.61307901907357
4173,West Midlands,2928000,09/08/2020,127,4.337431693989071
2565,North West,7300000,09/08/2020,311,4.260273972602739
6474,Scotland,5454000,09/08/2020,48,0.8800880088008801
2029,North East,2597000,09/08/2020,18,0.693107431651906
5874,Northern Ireland,1885000,09/08/2020,0,0.0
3101,South East,9175000,09/08/2020,55,0.5994550408719346
3637,South West,5616000,09/08/2020,43,0.7656695156695156
421,East Midlands,4533000,09/08/2020,87,1.9192587690271343
1493,London,8899375,09/08/2020,117,1.3146990659456423
5267,Wales,3136000,09/08/2020,26,0.8290816326530612
957,East of England,5847000,09/08/2020,68,1.16298956729947
4709,Yorkshire and the Humber,5486000,09/08/2020,173,3.153481589500547
4344,Yorkshire and the Humber,5486000,09/08/2021,2732,49.79948960991615
4902,Wales,3136000,09/08/2021,1364,43.494897959183675
2200,North West,7300000,09/08/2021,2877,39.410958904109584
592,East of England,5847000,09/08/2021,2084,35.64220968017787
1128,London,8899375,09/08/2021,2985,33.54168129784395
2736,South East,9175000,09/08/2021,3066,33.416893732970024
5509,Northern Ireland,1885000,09/08/2021,1031,54.69496021220159
3272,South West,5616000,09/08/2021,2604,46.36752136752137
56,East Midlands,4533000,09/08/2021,2089,46.08427090227222
6109,Scotland,5454000,09/08/2021,851,15.603226989365602
1664,North East,2597000,09/08/2021,905,34.84790142472083
3808,West Midlands,2928000,09/08/2021,2173,74.21448087431693
390,East Midlands,4533000,09/09/2020,180,3.970880211780278
4142,West Midlands,2928000,09/09/2020,328,11.202185792349725
1998,North East,2597000,09/09/2020,216,8.317289179822872
5236,Wales,3136000,09/09/2020,165,5.261479591836735
4678,Yorkshire and the Humber,5486000,09/09/2020,294,5.3590958804228945
926,East of England,5847000,09/09/2020,113,1.9326150162476483
2534,North West,7300000,09/09/2020,477,6.534246575342467
6443,Scotland,5454000,09/09/2020,159,2.915291529152915
1462,London,8899375,09/09/2020,315,3.5395744083151905
3070,South East,9175000,09/09/2020,222,2.419618528610354
3606,South West,5616000,09/09/2020,130,2.314814814814815
5843,Northern Ireland,1885000,09/09/2020,49,2.59946949602122
3777,West Midlands,2928000,09/09/2021,3299,112.67076502732239
2705,South East,9175000,09/09/2021,3526,38.43051771117166
4313,Yorkshire and the Humber,5486000,09/09/2021,2908,53.007655851257745
5478,Northern Ireland,1885000,09/09/2021,1831,97.13527851458886
4871,Wales,3136000,09/09/2021,2297,73.24617346938776
1633,North East,2597000,09/09/2021,1568,60.37735849056604
2169,North West,7300000,09/09/2021,3951,54.12328767123288
1097,London,8899375,09/09/2021,3439,38.64316314347918
561,East of England,5847000,09/09/2021,2813,48.11014195313836
3241,South West,5616000,09/09/2021,1963,34.9537037037037
25,East Midlands,4533000,09/09/2021,2879,63.512022942863446
6078,Scotland,5454000,09/09/2021,6836,125.33920058672534
3576,South West,5616000,09/10/2020,644,11.467236467236466
4648,Yorkshire and the Humber,5486000,09/10/2020,1160,21.14473204520598
1432,London,8899375,09/10/2020,1457,16.37193623147693
5813,Northern Ireland,1885000,09/10/2020,1080,57.29442970822281
360,East Midlands,4533000,09/10/2020,1397,30.81844253253916
5206,Wales,3136000,09/10/2020,766,24.426020408163268
6413,Scotland,5454000,09/10/2020,1246,22.845617895122846
896,East of England,5847000,09/10/2020,667,11.407559432187446
1968,North East,2597000,09/10/2020,1087,41.8559876780901
4112,West Midlands,2928000,09/10/2020,805,27.493169398907103
3040,South East,9175000,09/10/2020,933,10.168937329700272
2504,North West,7300000,09/10/2020,2471,33.849315068493155
4841,Wales,3136000,09/10/2021,0,0.0
5448,Northern Ireland,1885000,09/10/2021,1274,67.58620689655173
6048,Scotland,5454000,09/10/2021,2417,44.316098276494316
1937,North East,2597000,09/11/2020,1340,51.5979976896419
3009,South East,9175000,09/11/2020,2065,22.506811989100818
5782,Northern Ireland,1885000,09/11/2020,471,24.986737400530505
2473,North West,7300000,09/11/2020,2796,38.3013698630137
4617,Yorkshire and the Humber,5486000,09/11/2020,2804,51.111921254101354
865,East of England,5847000,09/11/2020,1197,20.47203694202155
6382,Scotland,5454000,09/11/2020,912,16.72167216721672
3545,South West,5616000,09/11/2020,1261,22.453703703703702
5175,Wales,3136000,09/11/2020,931,29.6875
1401,London,8899375,09/11/2020,2088,23.462321792260692
329,East Midlands,4533000,09/11/2020,2351,51.864107654974624
4081,West Midlands,2928000,09/11/2020,2983,101.87841530054644
835,East of England,5847000,09/12/2020,1420,24.285958611253637
2979,South East,9175000,09/12/2020,2241,24.425068119891012
3515,South West,5616000,09/12/2020,594,10.576923076923077
6352,Scotland,5454000,09/12/2020,897,16.446644664466447
5752,Northern Ireland,1885000,09/12/2020,483,25.623342175066313
5145,Wales,3136000,09/12/2020,2238,71.36479591836735
4051,West Midlands,2928000,09/12/2020,1381,47.16530054644809
299,East Midlands,4533000,09/12/2020,994,21.928082947275534
1371,London,8899375,09/12/2020,2550,28.65369759112297
1907,North East,2597000,09/12/2020,687,26.45360030804775
4587,Yorkshire and the Humber,5486000,09/12/2020,1267,23.095151294203426
2443,North West,7300000,09/12/2020,1734,23.753424657534246
1339,London,8899375,10/01/2021,13674,153.65123955333942
267,East Midlands,4533000,10/01/2021,2848,62.828149128612395
5720,Northern Ireland,1885000,10/01/2021,1112,58.9920424403183
4019,West Midlands,2928000,10/01/2021,4725,161.37295081967216
6320,Scotland,5454000,10/01/2021,1877,34.41510817748442
803,East of England,5847000,10/01/2021,5956,101.86420386523002
3483,South West,5616000,10/01/2021,2958,52.67094017094017
4555,Yorkshire and the Humber,5486000,10/01/2021,2689,49.01567626686111
2411,North West,7300000,10/01/2021,7565,103.63013698630138
2947,South East,9175000,10/01/2021,8377,91.3024523160763
1875,North East,2597000,10/01/2021,1269,48.86407393145937
5113,Wales,3136000,10/01/2021,1660,52.93367346938775
5689,Northern Ireland,1885000,10/02/2021,336,17.824933687002655
5082,Wales,3136000,10/02/2021,323,10.299744897959183
4524,Yorkshire and the Humber,5486000,10/02/2021,1382,25.191396281443673
3452,South West,5616000,10/02/2021,625,11.128917378917379
3988,West Midlands,2928000,10/02/2021,1838,62.77322404371584
2380,North West,7300000,10/02/2021,1876,25.6986301369863
2916,South East,9175000,10/02/2021,1402,15.280653950953678
236,East Midlands,4533000,10/02/2021,1254,27.663798808735937
772,East of England,5847000,10/02/2021,972,16.623909697280656
1844,North East,2597000,10/02/2021,586,22.56449749711205
6289,Scotland,5454000,10/02/2021,803,14.723138980564723
1308,London,8899375,10/02/2021,1579,17.74281901818948
5419,Wales,3136000,10/03/2020,2,0.06377551020408163
6026,Northern Ireland,1885000,10/03/2020,0,0.0
6626,Scotland,5454000,10/03/2020,4,0.07334066740007335
5661,Northern Ireland,1885000,10/03/2021,147,7.798408488063661
1280,London,8899375,10/03/2021,461,5.180139054708898
6261,Scotland,5454000,10/03/2021,691,12.669600293362668
208,East Midlands,4533000,10/03/2021,615,13.567174056915949
1816,North East,2597000,10/03/2021,345,13.284559106661533
4496,Yorkshire and the Humber,5486000,10/03/2021,1006,18.33758658403208
2352,North West,7300000,10/03/2021,770,10.54794520547945
2888,South East,9175000,10/03/2021,465,5.068119891008174
5054,Wales,3136000,10/03/2021,225,7.174744897959184
3424,South West,5616000,10/03/2021,216,3.8461538461538463
3960,West Midlands,2928000,10/03/2021,609,20.799180327868854
744,East of England,5847000,10/03/2021,375,6.413545407901488
6595,Scotland,5454000,10/04/2020,318,5.83058305830583
5388,Wales,3136000,10/04/2020,502,16.007653061224488
5995,Northern Ireland,1885000,10/04/2020,112,5.941644562334218
5023,Wales,3136000,10/04/2021,130,4.145408163265306
5630,Northern Ireland,1885000,10/04/2021,146,7.745358090185676
713,East of England,5847000,10/04/2021,161,2.753548828459039
1785,North East,2597000,10/04/2021,68,2.6184058529072005
2857,South East,9175000,10/04/2021,215,2.343324250681199
3929,West Midlands,2928000,10/04/2021,247,8.435792349726777
1249,London,8899375,10/04/2021,247,2.775475805885245
3393,South West,5616000,10/04/2021,61,1.0861823361823362
2321,North West,7300000,10/04/2021,336,4.602739726027397
177,East Midlands,4533000,10/04/2021,221,4.875358482241341
6230,Scotland,5454000,10/04/2021,281,5.152181884855152
4465,Yorkshire and the Humber,5486000,10/04/2021,456,8.312067079839592
4800,Yorkshire and the Humber,5486000,10/05/2020,128,2.333211811884798
5358,Wales,3136000,10/05/2020,223,7.110969387755103
2120,North East,2597000,10/05/2020,59,2.2718521370812477
1048,East of England,5847000,10/05/2020,125,2.137848469300496
6565,Scotland,5454000,10/05/2020,181,3.3186651998533185
3192,South East,9175000,10/05/2020,118,1.2861035422343325
1584,London,8899375,10/05/2020,95,1.0674906945712481
2656,North West,7300000,10/05/2020,194,2.6575342465753424
512,East Midlands,4533000,10/05/2020,65,1.4339289653651004
5965,Northern Ireland,1885000,10/05/2020,41,2.1750663129973478
3728,South West,5616000,10/05/2020,32,0.5698005698005698
4264,West Midlands,2928000,10/05/2020,160,5.46448087431694
147,East Midlands,4533000,10/05/2021,190,4.191484667990293
3363,South West,5616000,10/05/2021,122,2.1723646723646723
3899,West Midlands,2928000,10/05/2021,166,5.669398907103825
6200,Scotland,5454000,10/05/2021,168,3.0803080308030806
1755,North East,2597000,10/05/2021,77,2.964959568733154
1219,London,8899375,10/05/2021,273,3.067631153873165
4435,Yorkshire and the Humber,5486000,10/05/2021,319,5.814801312431644
4993,Wales,3136000,10/05/2021,104,3.316326530612245
2827,South East,9175000,10/05/2021,228,2.4850136239782015
5600,Northern Ireland,1885000,10/05/2021,76,4.031830238726791
2291,North West,7300000,10/05/2021,410,5.616438356164384
683,East of England,5847000,10/05/2021,199,3.4034547631263896
4769,Yorkshire and the Humber,5486000,10/06/2020,37,0.6744440393729493
6534,Scotland,5454000,10/06/2020,12,0.22002200220022003
2625,North West,7300000,10/06/2020,27,0.3698630136986301
481,East Midlands,4533000,10/06/2020,0,0.0
4233,West Midlands,2928000,10/06/2020,26,0.8879781420765027
1017,East of England,5847000,10/06/2020,0,0.0
5934,Northern Ireland,1885000,10/06/2020,13,0.689655172413793
3697,South West,5616000,10/06/2020,1,0.017806267806267807
2089,North East,2597000,10/06/2020,10,0.3850596842510589
1553,London,8899375,10/06/2020,15,0.16855116230072337
5327,Wales,3136000,10/06/2020,38,1.211734693877551
3161,South East,9175000,10/06/2020,35,0.3814713896457766
652,East of England,5847000,10/06/2021,427,7.302890371130495
3868,West Midlands,2928000,10/06/2021,473,16.15437158469945
2796,South East,9175000,10/06/2021,651,7.095367847411444
4404,Yorkshire and the Humber,5486000,10/06/2021,607,11.064527889172439
6169,Scotland,5454000,10/06/2021,735,13.476347634763476
5569,Northern Ireland,1885000,10/06/2021,109,5.7824933687002655
1724,North East,2597000,10/06/2021,320,12.321909896033885
3332,South West,5616000,10/06/2021,384,6.837606837606838
4962,Wales,3136000,10/06/2021,113,3.603316326530612
116,East Midlands,4533000,10/06/2021,352,7.765276858592544
2260,North West,7300000,10/06/2021,1976,27.06849315068493
1188,London,8899375,10/06/2021,1058,11.888475314277688
4203,West Midlands,2928000,10/07/2020,56,1.9125683060109289
2595,North West,7300000,10/07/2020,90,1.2328767123287672
2059,North East,2597000,10/07/2020,11,0.4235656526761648
451,East Midlands,4533000,10/07/2020,65,1.4339289653651004
6504,Scotland,5454000,10/07/2020,18,0.33003300330033003
5904,Northern Ireland,1885000,10/07/2020,4,0.21220159151193635
987,East of England,5847000,10/07/2020,40,0.6841115101761587
1523,London,8899375,10/07/2020,31,0.3483390687548283
3131,South East,9175000,10/07/2020,61,0.6648501362397821
4739,Yorkshire and the Humber,5486000,10/07/2020,88,1.6040831206707984
5297,Wales,3136000,10/07/2020,10,0.31887755102040816
3667,South West,5616000,10/07/2020,11,0.19586894586894588
5539,Northern Ireland,1885000,10/07/2021,445,23.607427055702917
1158,London,8899375,10/07/2021,4131,46.418990097619215
3838,West Midlands,2928000,10/07/2021,3216,109.83606557377048
86,East Midlands,4533000,10/07/2021,2419,53.36421795720273
2766,South East,9175000,10/07/2021,3360,36.62125340599455
4374,Yorkshire and the Humber,5486000,10/07/2021,3559,64.87422530076559
3302,South West,5616000,10/07/2021,2274,40.491452991452995
1694,North East,2597000,10/07/2021,2918,112.36041586445899
2230,North West,7300000,10/07/2021,4758,65.17808219178083
6139,Scotland,5454000,10/07/2021,2190,40.15401540154016
4932,Wales,3136000,10/07/2021,0,0.0
622,East of England,5847000,10/07/2021,2386,40.80725158200787
420,East Midlands,4533000,10/08/2020,83,1.831016986543128
4708,Yorkshire and the Humber,5486000,10/08/2020,127,2.3149835946044477
3100,South East,9175000,10/08/2020,48,0.5231607629427792
1492,London,8899375,10/08/2020,65,0.7303883699698013
5873,Northern Ireland,1885000,10/08/2020,0,0.0
4172,West Midlands,2928000,10/08/2020,77,2.629781420765027
3636,South West,5616000,10/08/2020,36,0.641025641025641
6473,Scotland,5454000,10/08/2020,29,0.5317198386505317
