Entity,Code,Day,stringency_index
Denmark,DNK,2021-03-06,62.96
Denmark,DNK,2021-03-07,62.96
Denmark,DNK,2021-03-08,62.96
Denmark,DNK,2021-03-09,62.96
Denmark,DNK,2021-03-10,62.96
Denmark,DNK,2021-03-11,62.96
Denmark,DNK,2021-03-12,62.96
Denmark,DNK,2021-03-13,62.96
Denmark,DNK,2021-03-14,62.96
Denmark,DNK,2021-03-15,62.96
Denmark,DNK,2021-03-16,62.96
Denmark,DNK,2021-03-17,62.96
Denmark,DNK,2021-03-18,62.96
Denmark,DNK,2021-03-19,62.96
Denmark,DNK,2021-03-20,62.96
Denmark,DNK,2021-03-21,62.96
Denmark,DNK,2021-03-22,62.96
Denmark,DNK,2021-03-23,62.96
Denmark,DNK,2021-03-24,62.96
Denmark,DNK,2021-03-25,62.96
Denmark,DNK,2021-03-26,62.96
Denmark,DNK,2021-03-27,62.96
Denmark,DNK,2021-03-28,62.96
Denmark,DNK,2021-03-29,64.81
Denmark,DNK,2021-03-30,64.81
Denmark,DNK,2021-03-31,64.81
Denmark,DNK,2021-04-01,64.81
Denmark,DNK,2021-04-02,64.81
Denmark,DNK,2021-04-03,64.81
Denmark,DNK,2021-04-04,64.81
Denmark,DNK,2021-04-05,64.81
Denmark,DNK,2021-04-06,64.81
Denmark,DNK,2021-04-07,64.81
Denmark,DNK,2021-04-08,64.81
Denmark,DNK,2021-04-09,64.81
Denmark,DNK,2021-04-10,64.81
Denmark,DNK,2021-04-11,64.81
Denmark,DNK,2021-04-12,64.81
Denmark,DNK,2021-04-13,64.81
Denmark,DNK,2021-04-14,64.81
Denmark,DNK,2021-04-15,64.81
Denmark,DNK,2021-04-16,64.81
Denmark,DNK,2021-04-17,64.81
Denmark,DNK,2021-04-18,64.81
Denmark,DNK,2021-04-19,64.81
Denmark,DNK,2021-04-20,64.81
Denmark,DNK,2021-04-21,62.04
Denmark,DNK,2021-04-22,62.04
Denmark,DNK,2021-04-23,62.04
Denmark,DNK,2021-04-24,62.04
Denmark,DNK,2021-04-25,62.04
Denmark,DNK,2021-04-26,62.04
Denmark,DNK,2021-04-27,62.04
Denmark,DNK,2021-04-28,62.04
Denmark,DNK,2021-04-29,62.04
Denmark,DNK,2021-04-30,62.04
Denmark,DNK,2021-05-01,62.04
Denmark,DNK,2021-05-02,62.04
Denmark,DNK,2021-05-03,62.04
Denmark,DNK,2021-05-04,62.04
Denmark,DNK,2021-05-05,62.04
Denmark,DNK,2021-05-06,59.26
Denmark,DNK,2021-05-07,59.26
Denmark,DNK,2021-05-08,59.26
Denmark,DNK,2021-05-09,59.26
Denmark,DNK,2021-05-10,59.26
Denmark,DNK,2021-05-11,59.26
Denmark,DNK,2021-05-12,59.26
Denmark,DNK,2021-05-13,59.26
Denmark,DNK,2021-05-14,59.26
Denmark,DNK,2021-05-15,59.26
Denmark,DNK,2021-05-16,59.26
Denmark,DNK,2021-05-17,59.26
Denmark,DNK,2021-05-18,59.26
Denmark,DNK,2021-05-19,59.26
Denmark,DNK,2021-05-20,59.26
Denmark,DNK,2021-05-21,55.56
Denmark,DNK,2021-05-22,55.56
Denmark,DNK,2021-05-23,55.56
Denmark,DNK,2021-05-24,55.56
Denmark,DNK,2021-05-25,55.56
Denmark,DNK,2021-05-26,55.56
Denmark,DNK,2021-05-27,55.56
Denmark,DNK,2021-05-28,55.56
Denmark,DNK,2021-05-29,55.56
Denmark,DNK,2021-05-30,55.56
Denmark,DNK,2021-05-31,55.56
Denmark,DNK,2021-06-01,55.56
Denmark,DNK,2021-06-02,55.56
Denmark,DNK,2021-06-03,55.56
Denmark,DNK,2021-06-04,55.56
Denmark,DNK,2021-06-05,55.56
Denmark,DNK,2021-06-06,55.56
Denmark,DNK,2021-06-07,55.56
Denmark,DNK,2021-06-08,55.56
Denmark,DNK,2021-06-09,55.56
Denmark,DNK,2021-06-10,55.56
Denmark,DNK,2021-06-11,55.56
Denmark,DNK,2021-06-12,55.56
Denmark,DNK,2021-06-13,55.56
Denmark,DNK,2021-06-14,55.56
Denmark,DNK,2021-06-15,55.56
Denmark,DNK,2021-06-16,55.56
Denmark,DNK,2021-06-17,55.56
Denmark,DNK,2021-06-18,50.0
Denmark,DNK,2021-06-19,50.0
Denmark,DNK,2021-06-20,50.0
Denmark,DNK,2021-06-21,50.0
Denmark,DNK,2021-06-22,50.0
Denmark,DNK,2021-06-23,50.0
Denmark,DNK,2021-06-24,50.0
Denmark,DNK,2021-06-25,50.0
Denmark,DNK,2021-06-26,50.0
Denmark,DNK,2021-06-27,50.0
Denmark,DNK,2021-06-28,50.0
Denmark,DNK,2021-06-29,50.0
Denmark,DNK,2021-06-30,50.0
Denmark,DNK,2021-07-01,50.0
Denmark,DNK,2021-07-02,47.22
Denmark,DNK,2021-07-03,47.22
Denmark,DNK,2021-07-04,47.22
Denmark,DNK,2021-07-05,47.22
Denmark,DNK,2021-07-06,47.22
Denmark,DNK,2021-07-07,47.22
Denmark,DNK,2021-07-08,47.22
Denmark,DNK,2021-07-09,47.22
Denmark,DNK,2021-07-10,47.22
Denmark,DNK,2021-07-11,47.22
Denmark,DNK,2021-07-12,47.22
Denmark,DNK,2021-07-13,47.22
Denmark,DNK,2021-07-14,47.22
Denmark,DNK,2021-07-15,47.22
Denmark,DNK,2021-07-16,47.22
Denmark,DNK,2021-07-17,47.22
Denmark,DNK,2021-07-18,47.22
Denmark,DNK,2021-07-19,47.22
Denmark,DNK,2021-07-20,47.22
Denmark,DNK,2021-07-21,47.22
Denmark,DNK,2021-07-22,47.22
Denmark,DNK,2021-07-23,47.22
Denmark,DNK,2021-07-24,47.22
Denmark,DNK,2021-07-25,47.22
Denmark,DNK,2021-07-26,47.22
Denmark,DNK,2021-07-27,47.22
Denmark,DNK,2021-07-28,47.22
Denmark,DNK,2021-07-29,47.22
Denmark,DNK,2021-07-30,47.22
Denmark,DNK,2021-07-31,38.89
Denmark,DNK,2021-08-01,38.89
Denmark,DNK,2021-08-02,38.89
Denmark,DNK,2021-08-03,38.89
Denmark,DNK,2021-08-04,38.89
Denmark,DNK,2021-08-05,38.89
Denmark,DNK,2021-08-06,38.89
Denmark,DNK,2021-08-07,38.89
Denmark,DNK,2021-08-08,38.89
Denmark,DNK,2021-08-09,38.89
Denmark,DNK,2021-08-10,38.89
Denmark,DNK,2021-08-11,38.89
Denmark,DNK,2021-08-12,38.89
Denmark,DNK,2021-08-13,38.89
Denmark,DNK,2021-08-14,38.89
Denmark,DNK,2021-08-15,38.89
Denmark,DNK,2021-08-16,38.89
Denmark,DNK,2021-08-17,38.89
Denmark,DNK,2021-08-18,38.89
Denmark,DNK,2021-08-19,38.89
Denmark,DNK,2021-08-20,38.89
Denmark,DNK,2021-08-21,38.89
Denmark,DNK,2021-08-22,38.89
Denmark,DNK,2021-08-23,38.89
Denmark,DNK,2021-08-24,38.89
Denmark,DNK,2021-08-25,38.89
Denmark,DNK,2021-08-26,38.89
Denmark,DNK,2021-08-27,38.89
Denmark,DNK,2021-08-28,38.89
Denmark,DNK,2021-08-29,38.89
Denmark,DNK,2021-08-30,38.89
Denmark,DNK,2021-08-31,38.89
Denmark,DNK,2021-09-01,29.63
Denmark,DNK,2021-09-02,29.63
Denmark,DNK,2021-09-03,29.63
Denmark,DNK,2021-09-04,29.63
Denmark,DNK,2021-09-05,29.63
Denmark,DNK,2021-09-06,29.63
Denmark,DNK,2021-09-07,29.63
Denmark,DNK,2021-09-08,29.63
Denmark,DNK,2021-09-09,29.63
Denmark,DNK,2021-09-10,24.07
Denmark,DNK,2021-09-11,24.07
Denmark,DNK,2021-09-12,24.07
Denmark,DNK,2021-09-13,24.07
Denmark,DNK,2021-09-14,24.07
Denmark,DNK,2021-09-15,24.07
Denmark,DNK,2021-09-16,24.07
Denmark,DNK,2021-09-17,24.07
Denmark,DNK,2021-09-18,24.07
Denmark,DNK,2021-09-19,24.07
Denmark,DNK,2021-09-20,24.07
Denmark,DNK,2021-09-21,24.07
Denmark,DNK,2021-09-22,24.07
Denmark,DNK,2021-09-23,24.07
Denmark,DNK,2021-09-24,24.07
Denmark,DNK,2021-09-25,24.07
Denmark,DNK,2021-09-26,24.07
Denmark,DNK,2021-09-27,24.07
Denmark,DNK,2021-09-28,24.07
Denmark,DNK,2021-09-29,24.07
Denmark,DNK,2021-09-30,24.07
Denmark,DNK,2021-10-01,24.07
Denmark,DNK,2021-10-02,24.07
Denmark,DNK,2021-10-03,24.07
Denmark,DNK,2021-10-04,24.07
Denmark,DNK,2021-10-05,24.07
Denmark,DNK,2021-10-06,24.07
Denmark,DNK,2021-10-07,24.07
Denmark,DNK,2021-10-08,24.07
Denmark,DNK,2021-10-09,24.07
Denmark,DNK,2021-10-10,24.07
Denmark,DNK,2021-10-11,24.07
United States,USA,2020-01-21,0.0
United States,USA,2020-01-22,0.0
United States,USA,2020-01-23,0.0
United States,USA,2020-01-24,0.0
United States,USA,2020-01-25,0.0
United States,USA,2020-01-26,0.0
United States,USA,2020-01-27,0.0
United States,USA,2020-01-28,0.0
United States,USA,2020-01-29,0.0
United States,USA,2020-01-30,0.0
United States,USA,2020-01-31,0.0
United States,USA,2020-02-01,0.0
United States,USA,2020-02-02,5.56
United States,USA,2020-02-03,5.56
United States,USA,2020-02-04,5.56
United States,USA,2020-02-05,5.56
United States,USA,2020-02-06,5.56
United States,USA,2020-02-07,5.56
United States,USA,2020-02-08,5.56
United States,USA,2020-02-09,5.56
United States,USA,2020-02-10,5.56
United States,USA,2020-02-11,5.56
United States,USA,2020-02-12,5.56
United States,USA,2020-02-13,5.56
United States,USA,2020-02-14,5.56
United States,USA,2020-02-15,5.56
United States,USA,2020-02-16,5.56
United States,USA,2020-02-17,5.56
United States,USA,2020-02-18,5.56
United States,USA,2020-02-19,5.56
United States,USA,2020-02-20,5.56
United States,USA,2020-02-21,5.56
United States,USA,2020-02-22,5.56
United States,USA,2020-02-23,5.56
United States,USA,2020-02-24,5.56
United States,USA,2020-02-25,5.56
United States,USA,2020-02-26,5.56
United States,USA,2020-02-27,5.56
United States,USA,2020-02-28,5.56
United States,USA,2020-02-29,5.56
United States,USA,2020-03-01,8.33
United States,USA,2020-03-02,11.11
United States,USA,2020-03-03,11.11
United States,USA,2020-03-04,11.11
United States,USA,2020-03-05,20.37
United States,USA,2020-03-06,20.37
United States,USA,2020-03-07,20.37
United States,USA,2020-03-08,20.37
United States,USA,2020-03-09,20.37
United States,USA,2020-03-10,20.37
United States,USA,2020-03-11,21.76
United States,USA,2020-03-12,30.09
United States,USA,2020-03-13,30.09
United States,USA,2020-03-14,35.65
United States,USA,2020-03-15,41.2
United States,USA,2020-03-16,52.31
United States,USA,2020-03-17,55.09
United States,USA,2020-03-18,55.09
United States,USA,2020-03-19,67.13
United States,USA,2020-03-20,67.13
United States,USA,2020-03-21,72.69
United States,USA,2020-03-22,72.69
United States,USA,2020-03-23,72.69
United States,USA,2020-03-24,72.69
United States,USA,2020-03-25,72.69
United States,USA,2020-03-26,72.69
United States,USA,2020-03-27,72.69
United States,USA,2020-03-28,72.69
United States,USA,2020-03-29,72.69
United States,USA,2020-03-30,72.69
United States,USA,2020-03-31,72.69
United States,USA,2020-04-01,72.69
United States,USA,2020-04-02,72.69
United States,USA,2020-04-03,72.69
United States,USA,2020-04-04,72.69
United States,USA,2020-04-05,72.69
United States,USA,2020-04-06,72.69
United States,USA,2020-04-07,72.69
United States,USA,2020-04-08,72.69
United States,USA,2020-04-09,72.69
