Region;Prøvetagningsdato;Køn;Bekræftede tilfælde;Døde;Indlæggelser;Kummuleret antal døde;Kummuleret antal bekræftede tilfælde;Kummuleret antal indlæggelser
Hovedstaden;27-7-2021;M;190;0;2;2543;311235;15865
Midtjylland;27-7-2021;M;131;1;1;2544;311366;15866
Nordjylland;27-7-2021;M;66;0;0;2544;311432;15866
Sjælland;27-7-2021;M;40;0;2;2544;311472;15868
Syddanmark;27-7-2021;M;62;0;2;2544;311534;15870
Hovedstaden;28-7-2021;F;184;0;7;2544;311718;15877
Midtjylland;28-7-2021;F;106;0;3;2544;311824;15880
Nordjylland;28-7-2021;F;81;0;0;2544;311905;15880
Sjælland;28-7-2021;F;32;0;0;2544;311937;15880
Syddanmark;28-7-2021;F;62;0;0;2544;311999;15880
Hovedstaden;28-7-2021;M;189;0;7;2544;312188;15887
Midtjylland;28-7-2021;M;108;0;0;2544;312296;15887
Nordjylland;28-7-2021;M;79;0;0;2544;312375;15887
Sjælland;28-7-2021;M;35;0;2;2544;312410;15889
Syddanmark;28-7-2021;M;93;1;3;2545;312503;15892
Hovedstaden;29-7-2021;F;157;0;3;2545;312660;15895
Midtjylland;29-7-2021;F;101;0;2;2545;312761;15897
Nordjylland;29-7-2021;F;54;0;1;2545;312815;15898
Sjælland;29-7-2021;F;25;0;0;2545;312840;15898
Syddanmark;29-7-2021;F;75;0;4;2545;312915;15902
Hovedstaden;29-7-2021;M;151;0;4;2545;313066;15906
Midtjylland;29-7-2021;M;120;0;2;2545;313186;15908
Nordjylland;29-7-2021;M;72;0;0;2545;313258;15908
Sjælland;29-7-2021;M;36;0;1;2545;313294;15909
Syddanmark;29-7-2021;M;84;0;2;2545;313378;15911
Hovedstaden;30-7-2021;F;157;0;3;2545;313535;15914
Midtjylland;30-7-2021;F;91;0;2;2545;313626;15916
Nordjylland;30-7-2021;F;41;0;0;2545;313667;15916
Sjælland;30-7-2021;F;38;0;0;2545;313705;15916
Syddanmark;30-7-2021;F;57;1;0;2546;313762;15916
Hovedstaden;30-7-2021;M;173;1;9;2547;313935;15925
Midtjylland;30-7-2021;M;118;0;0;2547;314053;15925
Nordjylland;30-7-2021;M;48;0;1;2547;314101;15926
Sjælland;30-7-2021;M;39;0;2;2547;314140;15928
Syddanmark;30-7-2021;M;65;0;1;2547;314205;15929
Hovedstaden;31-7-2021;F;151;0;2;2547;314356;15931
Midtjylland;31-7-2021;F;88;0;2;2547;314444;15933
Nordjylland;31-7-2021;F;44;0;0;2547;314488;15933
Sjælland;31-7-2021;F;30;0;1;2547;314518;15934
Syddanmark;31-7-2021;F;57;0;2;2547;314575;15936
Hovedstaden;31-7-2021;M;131;0;1;2547;314706;15937
Midtjylland;31-7-2021;M;90;0;2;2547;314796;15939
Nordjylland;31-7-2021;M;71;0;0;2547;314867;15939
Sjælland;31-7-2021;M;25;0;1;2547;314892;15940
Syddanmark;31-7-2021;M;52;0;1;2547;314944;15941
Hovedstaden;1-8-2021;F;150;0;3;2547;315094;15944
Midtjylland;1-8-2021;F;86;0;2;2547;315180;15946
Nordjylland;1-8-2021;F;67;0;0;2547;315247;15946
Sjælland;1-8-2021;F;50;1;4;2548;315297;15950
Syddanmark;1-8-2021;F;57;0;2;2548;315354;15952
Hovedstaden;1-8-2021;M;176;0;2;2548;315530;15954
Midtjylland;1-8-2021;M;93;0;3;2548;315623;15957
Nordjylland;1-8-2021;M;48;0;0;2548;315671;15957
Sjælland;1-8-2021;M;25;0;0;2548;315696;15957
Syddanmark;1-8-2021;M;69;0;4;2548;315765;15961
Hovedstaden;2-8-2021;F;163;0;4;2548;315928;15965
Midtjylland;2-8-2021;F;107;0;3;2548;316035;15968
Nordjylland;2-8-2021;F;54;0;0;2548;316089;15968
Sjælland;2-8-2021;F;36;0;0;2548;316125;15968
Syddanmark;2-8-2021;F;69;0;3;2548;316194;15971
Hovedstaden;2-8-2021;M;171;0;7;2548;316365;15978
Midtjylland;2-8-2021;M;120;0;0;2548;316485;15978
Nordjylland;2-8-2021;M;59;0;0;2548;316544;15978
Sjælland;2-8-2021;M;42;1;2;2549;316586;15980
Syddanmark;2-8-2021;M;75;0;2;2549;316661;15982
Hovedstaden;3-8-2021;F;149;0;6;2549;316810;15988
Midtjylland;3-8-2021;F;112;0;4;2549;316922;15992
Nordjylland;3-8-2021;F;36;0;0;2549;316958;15992
Sjælland;3-8-2021;F;47;0;0;2549;317005;15992
Syddanmark;3-8-2021;F;67;0;1;2549;317072;15993
Hovedstaden;3-8-2021;M;152;0;3;2549;317224;15996
Midtjylland;3-8-2021;M;127;0;2;2549;317351;15998
Nordjylland;3-8-2021;M;50;0;0;2549;317401;15998
Sjælland;3-8-2021;M;45;0;0;2549;317446;15998
Syddanmark;3-8-2021;M;82;0;4;2549;317528;16002
Hovedstaden;4-8-2021;F;180;0;6;2549;317708;16008
Midtjylland;4-8-2021;F;94;0;3;2549;317802;16011
Nordjylland;4-8-2021;F;51;0;3;2549;317853;16014
Sjælland;4-8-2021;F;30;1;1;2550;317883;16015
Syddanmark;4-8-2021;F;82;0;0;2550;317965;16015
Hovedstaden;4-8-2021;M;166;0;4;2550;318131;16019
Midtjylland;4-8-2021;M;119;0;3;2550;318250;16022
Nordjylland;4-8-2021;M;61;0;0;2550;318311;16022
Sjælland;4-8-2021;M;37;0;0;2550;318348;16022
Syddanmark;4-8-2021;M;89;0;3;2550;318437;16025
Hovedstaden;5-8-2021;F;171;0;5;2550;318608;16030
Midtjylland;5-8-2021;F;98;0;1;2550;318706;16031
Nordjylland;5-8-2021;F;59;0;1;2550;318765;16032
Sjælland;5-8-2021;F;33;1;1;2551;318798;16033
Syddanmark;5-8-2021;F;80;0;2;2551;318878;16035
Hovedstaden;5-8-2021;M;180;1;3;2552;319058;16038
Midtjylland;5-8-2021;M;102;0;0;2552;319160;16038
Nordjylland;5-8-2021;M;61;0;2;2552;319221;16040
Sjælland;5-8-2021;M;40;0;1;2552;319261;16041
Syddanmark;5-8-2021;M;97;0;3;2552;319358;16044
Hovedstaden;6-8-2021;F;181;0;3;2552;319539;16047
Midtjylland;6-8-2021;F;92;0;1;2552;319631;16048
Nordjylland;6-8-2021;F;46;0;0;2552;319677;16048
Sjælland;6-8-2021;F;47;0;2;2552;319724;16050
Syddanmark;6-8-2021;F;68;0;2;2552;319792;16052
Hovedstaden;6-8-2021;M;186;0;3;2552;319978;16055
Midtjylland;6-8-2021;M;110;0;1;2552;320088;16056
Nordjylland;6-8-2021;M;63;0;2;2552;320151;16058
Sjælland;6-8-2021;M;40;0;1;2552;320191;16059
Syddanmark;6-8-2021;M;71;0;1;2552;320262;16060
Hovedstaden;7-8-2021;F;197;0;6;2552;320459;16066
Midtjylland;7-8-2021;F;96;0;1;2552;320555;16067
Nordjylland;7-8-2021;F;51;0;0;2552;320606;16067
Sjælland;7-8-2021;F;36;0;2;2552;320642;16069
Syddanmark;7-8-2021;F;55;0;2;2552;320697;16071
Hovedstaden;7-8-2021;M;174;0;8;2552;320871;16079
Midtjylland;7-8-2021;M;91;0;3;2552;320962;16082
Nordjylland;7-8-2021;M;38;0;0;2552;321000;16082
Sjælland;7-8-2021;M;24;0;0;2552;321024;16082
Syddanmark;7-8-2021;M;69;0;0;2552;321093;16082
Hovedstaden;8-8-2021;F;193;0;4;2552;321286;16086
Midtjylland;8-8-2021;F;105;0;2;2552;321391;16088
Nordjylland;8-8-2021;F;55;0;0;2552;321446;16088
Sjælland;8-8-2021;F;40;0;3;2552;321486;16091
Syddanmark;8-8-2021;F;76;0;2;2552;321562;16093
Hovedstaden;8-8-2021;M;193;1;6;2553;321755;16099
Midtjylland;8-8-2021;M;122;0;2;2553;321877;16101
Nordjylland;8-8-2021;M;60;0;1;2553;321937;16102
Sjælland;8-8-2021;M;46;0;0;2553;321983;16102
Syddanmark;8-8-2021;M;78;0;5;2553;322061;16107
Hovedstaden;9-8-2021;F;252;0;7;2553;322313;16114
Midtjylland;9-8-2021;F;97;0;4;2553;322410;16118
Nordjylland;9-8-2021;F;73;0;2;2553;322483;16120
Sjælland;9-8-2021;F;53;0;0;2553;322536;16120
Syddanmark;9-8-2021;F;89;0;2;2553;322625;16122
Hovedstaden;9-8-2021;M;214;0;8;2553;322839;16130
Midtjylland;9-8-2021;M;100;1;4;2554;322939;16134
Nordjylland;9-8-2021;M;45;0;3;2554;322984;16137
Sjælland;9-8-2021;M;68;0;1;2554;323052;16138
Syddanmark;9-8-2021;M;84;0;1;2554;323136;16139
Hovedstaden;10-8-2021;F;197;0;4;2554;323333;16143
Midtjylland;10-8-2021;F;123;0;3;2554;323456;16146
Nordjylland;10-8-2021;F;50;0;0;2554;323506;16146
Sjælland;10-8-2021;F;60;1;3;2555;323566;16149
Syddanmark;10-8-2021;F;80;0;3;2555;323646;16152
Hovedstaden;10-8-2021;M;211;2;11;2557;323857;16163
Midtjylland;10-8-2021;M;130;0;1;2557;323987;16164
Nordjylland;10-8-2021;M;62;0;1;2557;324049;16165
Sjælland;10-8-2021;M;49;0;0;2557;324098;16165
Syddanmark;10-8-2021;M;97;0;3;2557;324195;16168
Hovedstaden;11-8-2021;F;205;0;6;2557;324400;16174
Midtjylland;11-8-2021;F;116;0;2;2557;324516;16176
Nordjylland;11-8-2021;F;44;0;0;2557;324560;16176
Sjælland;11-8-2021;F;65;0;5;2557;324625;16181
Syddanmark;11-8-2021;F;68;0;4;2557;324693;16185
Hovedstaden;11-8-2021;M;181;0;5;2557;324874;16190
Midtjylland;11-8-2021;M;116;0;1;2557;324990;16191
Nordjylland;11-8-2021;M;58;1;4;2558;325048;16195
Sjælland;11-8-2021;M;58;0;2;2558;325106;16197
Syddanmark;11-8-2021;M;64;0;2;2558;325170;16199
Hovedstaden;12-8-2021;F;195;1;8;2559;325365;16207
Midtjylland;12-8-2021;F;134;0;5;2559;325499;16212
Nordjylland;12-8-2021;F;57;0;1;2559;325556;16213
Sjælland;12-8-2021;F;52;0;1;2559;325608;16214
Syddanmark;12-8-2021;F;79;0;2;2559;325687;16216
Hovedstaden;12-8-2021;M;179;0;7;2559;325866;16223
Midtjylland;12-8-2021;M;118;0;1;2559;325984;16224
Nordjylland;12-8-2021;M;53;0;0;2559;326037;16224
Sjælland;12-8-2021;M;60;0;1;2559;326097;16225
Syddanmark;12-8-2021;M;63;0;2;2559;326160;16227
Hovedstaden;13-8-2021;F;199;0;4;2559;326359;16231
Midtjylland;13-8-2021;F;110;0;4;2559;326469;16235
Nordjylland;13-8-2021;F;51;0;0;2559;326520;16235
Sjælland;13-8-2021;F;62;0;4;2559;326582;16239
Syddanmark;13-8-2021;F;73;0;0;2559;326655;16239
Hovedstaden;13-8-2021;M;193;1;9;2560;326848;16248
Midtjylland;13-8-2021;M;94;0;5;2560;326942;16253
Nordjylland;13-8-2021;M;53;0;1;2560;326995;16254
Sjælland;13-8-2021;M;60;0;1;2560;327055;16255
Syddanmark;13-8-2021;M;57;0;0;2560;327112;16255
Hovedstaden;14-8-2021;F;149;1;8;2561;327261;16263
Midtjylland;14-8-2021;F;98;0;1;2561;327359;16264
Nordjylland;14-8-2021;F;39;0;1;2561;327398;16265
Sjælland;14-8-2021;F;42;0;1;2561;327440;16266
Syddanmark;14-8-2021;F;82;0;4;2561;327522;16270
Hovedstaden;14-8-2021;M;171;1;5;2562;327693;16275
Midtjylland;14-8-2021;M;99;0;5;2562;327792;16280
Nordjylland;14-8-2021;M;38;0;0;2562;327830;16280
Sjælland;14-8-2021;M;31;0;3;2562;327861;16283
Syddanmark;14-8-2021;M;65;0;4;2562;327926;16287
Hovedstaden;15-8-2021;F;187;0;6;2562;328113;16293
Midtjylland;15-8-2021;F;130;0;6;2562;328243;16299
Nordjylland;15-8-2021;F;34;0;1;2562;328277;16300
Sjælland;15-8-2021;F;43;0;2;2562;328320;16302
Syddanmark;15-8-2021;F;89;0;2;2562;328409;16304
Hovedstaden;15-8-2021;M;201;0;6;2562;328610;16310
Midtjylland;15-8-2021;M;113;0;3;2562;328723;16313
Nordjylland;15-8-2021;M;33;0;1;2562;328756;16314
Sjælland;15-8-2021;M;30;0;0;2562;328786;16314
Syddanmark;15-8-2021;M;73;0;4;2562;328859;16318
Hovedstaden;16-8-2021;F;225;1;7;2563;329084;16325
Midtjylland;16-8-2021;F;132;1;4;2564;329216;16329
Nordjylland;16-8-2021;F;49;0;1;2564;329265;16330
Sjælland;16-8-2021;F;46;0;2;2564;329311;16332
Syddanmark;16-8-2021;F;128;0;2;2564;329439;16334
Hovedstaden;16-8-2021;M;190;0;7;2564;329629;16341
Midtjylland;16-8-2021;M;118;0;1;2564;329747;16342
Nordjylland;16-8-2021;M;51;0;2;2564;329798;16344
Sjælland;16-8-2021;M;52;0;2;2564;329850;16346
Syddanmark;16-8-2021;M;94;0;2;2564;329944;16348
Hovedstaden;17-8-2021;F;178;0;9;2564;330122;16357
Midtjylland;17-8-2021;F;116;0;4;2564;330238;16361
Nordjylland;17-8-2021;F;54;1;3;2565;330292;16364
Sjælland;17-8-2021;F;47;0;0;2565;330339;16364
Syddanmark;17-8-2021;F;105;0;2;2565;330444;16366
Hovedstaden;17-8-2021;M;187;0;6;2565;330631;16372
Midtjylland;17-8-2021;M;128;0;2;2565;330759;16374
Nordjylland;17-8-2021;M;51;0;2;2565;330810;16376
Sjælland;17-8-2021;M;38;0;2;2565;330848;16378
Syddanmark;17-8-2021;M;108;0;0;2565;330956;16378
Hovedstaden;18-8-2021;F;235;0;11;2565;331191;16389
Midtjylland;18-8-2021;F;104;0;1;2565;331295;16390
Nordjylland;18-8-2021;F;38;0;1;2565;331333;16391
Sjælland;18-8-2021;F;42;0;1;2565;331375;16392
Syddanmark;18-8-2021;F;97;0;4;2565;331472;16396
Hovedstaden;18-8-2021;M;182;0;6;2565;331654;16402
Midtjylland;18-8-2021;M;104;0;1;2565;331758;16403
Nordjylland;18-8-2021;M;46;0;3;2565;331804;16406
Sjælland;18-8-2021;M;46;0;1;2565;331850;16407
Syddanmark;18-8-2021;M;73;0;1;2565;331923;16408
Hovedstaden;19-8-2021;F;230;1;10;2566;332153;16418
Midtjylland;19-8-2021;F;115;0;6;2566;332268;16424
Nordjylland;19-8-2021;F;50;0;3;2566;332318;16427
Sjælland;19-8-2021;F;51;0;3;2566;332369;16430
Syddanmark;19-8-2021;F;85;0;0;2566;332454;16430
Hovedstaden;19-8-2021;M;196;0;4;2566;332650;16434
Midtjylland;19-8-2021;M;105;0;1;2566;332755;16435
Nordjylland;19-8-2021;M;45;0;1;2566;332800;16436
Sjælland;19-8-2021;M;40;0;2;2566;332840;16438
Syddanmark;19-8-2021;M;94;0;3;2566;332934;16441
Hovedstaden;20-8-2021;F;265;0;9;2566;333199;16450
Midtjylland;20-8-2021;F;94;1;4;2567;333293;16454
Nordjylland;20-8-2021;F;40;0;1;2567;333333;16455
Sjælland;20-8-2021;F;44;0;3;2567;333377;16458
Syddanmark;20-8-2021;F;80;0;1;2567;333457;16459
Hovedstaden;20-8-2021;M;202;0;5;2567;333659;16464
Midtjylland;20-8-2021;M;100;0;2;2567;333759;16466
Nordjylland;20-8-2021;M;42;0;0;2567;333801;16466
Sjælland;20-8-2021;M;56;0;1;2567;333857;16467
Syddanmark;20-8-2021;M;57;1;3;2568;333914;16470
Hovedstaden;21-8-2021;F;232;1;14;2569;334146;16484
Midtjylland;21-8-2021;F;62;0;0;2569;334208;16484
Nordjylland;21-8-2021;F;23;0;1;2569;334231;16485
Sjælland;21-8-2021;F;30;0;0;2569;334261;16485
Syddanmark;21-8-2021;F;54;1;0;2570;334315;16485
Hovedstaden;21-8-2021;M;202;0;7;2570;334517;16492
Midtjylland;21-8-2021;M;50;0;2;2570;334567;16494
Nordjylland;21-8-2021;M;32;0;0;2570;334599;16494
Sjælland;21-8-2021;M;29;1;2;2571;334628;16496
Syddanmark;21-8-2021;M;44;1;2;2572;334672;16498
Hovedstaden;22-8-2021;F;290;0;6;2572;334962;16504
Midtjylland;22-8-2021;F;92;0;4;2572;335054;16508
Nordjylland;22-8-2021;F;35;0;1;2572;335089;16509
Sjælland;22-8-2021;F;37;0;1;2572;335126;16510
Syddanmark;22-8-2021;F;80;0;1;2572;335206;16511
Hovedstaden;22-8-2021;M;237;0;13;2572;335443;16524
Midtjylland;22-8-2021;M;77;0;2;2572;335520;16526
Nordjylland;22-8-2021;M;26;0;0;2572;335546;16526
Sjælland;22-8-2021;M;35;0;2;2572;335581;16528
Syddanmark;22-8-2021;M;65;0;4;2572;335646;16532
Hovedstaden;23-8-2021;F;247;2;10;2574;335893;16542
Midtjylland;23-8-2021;F;102;0;1;2574;335995;16543
Nordjylland;23-8-2021;F;26;0;0;2574;336021;16543
Sjælland;23-8-2021;F;53;0;4;2574;336074;16547
Syddanmark;23-8-2021;F;88;1;3;2575;336162;16550
Hovedstaden;23-8-2021;M;251;1;5;2576;336413;16555
Midtjylland;23-8-2021;M;101;1;5;2577;336514;16560
Nordjylland;23-8-2021;M;43;0;1;2577;336557;16561
Sjælland;23-8-2021;M;43;0;2;2577;336600;16563
Syddanmark;23-8-2021;M;81;1;2;2578;336681;16565
Hovedstaden;24-8-2021;F;314;0;14;2578;336995;16579
Midtjylland;24-8-2021;F;74;0;3;2578;337069;16582
Nordjylland;24-8-2021;F;34;0;3;2578;337103;16585
Sjælland;24-8-2021;F;43;0;1;2578;337146;16586
Syddanmark;24-8-2021;F;79;0;3;2578;337225;16589
Hovedstaden;24-8-2021;M;239;0;5;2578;337464;16594
Midtjylland;24-8-2021;M;78;0;4;2578;337542;16598
Nordjylland;24-8-2021;M;28;0;1;2578;337570;16599
Sjælland;24-8-2021;M;37;0;3;2578;337607;16602
Syddanmark;24-8-2021;M;83;0;3;2578;337690;16605
Hovedstaden;25-8-2021;F;302;0;11;2578;337992;16616
Midtjylland;25-8-2021;F;74;0;0;2578;338066;16616
Nordjylland;25-8-2021;F;25;0;1;2578;338091;16617
Sjælland;25-8-2021;F;47;0;1;2578;338138;16618
Syddanmark;25-8-2021;F;79;0;2;2578;338217;16620
Hovedstaden;25-8-2021;M;198;1;10;2579;338415;16630
Midtjylland;25-8-2021;M;74;0;1;2579;338489;16631
Nordjylland;25-8-2021;M;25;0;1;2579;338514;16632
Sjælland;25-8-2021;M;51;0;4;2579;338565;16636
Syddanmark;25-8-2021;M;71;0;2;2579;338636;16638
Hovedstaden;26-8-2021;F;244;0;6;2579;338880;16644
Midtjylland;26-8-2021;F;111;0;2;2579;338991;16646
Nordjylland;26-8-2021;F;40;0;0;2579;339031;16646
Sjælland;26-8-2021;F;39;0;2;2579;339070;16648
Syddanmark;26-8-2021;F;86;1;2;2580;339156;16650
Hovedstaden;26-8-2021;M;242;1;4;2581;339398;16654
Midtjylland;26-8-2021;M;85;0;0;2581;339483;16654
Nordjylland;26-8-2021;M;35;0;0;2581;339518;16654
Sjælland;26-8-2021;M;41;0;2;2581;339559;16656
Syddanmark;26-8-2021;M;89;0;0;2581;339648;16656
Hovedstaden;27-8-2021;F;197;0;9;2581;339845;16665
Midtjylland;27-8-2021;F;77;2;3;2583;339922;16668
Nordjylland;27-8-2021;F;14;1;1;2584;339936;16669
Sjælland;27-8-2021;F;36;0;0;2584;339972;16669
Syddanmark;27-8-2021;F;66;1;3;2585;340038;16672
Hovedstaden;27-8-2021;M;157;2;6;2587;340195;16678
Midtjylland;27-8-2021;M;66;1;4;2588;340261;16682
Nordjylland;27-8-2021;M;28;1;1;2589;340289;16683
Sjælland;27-8-2021;M;39;1;2;2590;340328;16685
Syddanmark;27-8-2021;M;54;0;3;2590;340382;16688
Hovedstaden;28-8-2021;F;197;2;3;2592;340579;16691
Midtjylland;28-8-2021;F;58;0;1;2592;340637;16692
Nordjylland;28-8-2021;F;13;0;1;2592;340650;16693
Sjælland;28-8-2021;F;38;0;2;2592;340688;16695
Syddanmark;28-8-2021;F;48;0;2;2592;340736;16697
Hovedstaden;28-8-2021;M;172;1;3;2593;340908;16700
Midtjylland;28-8-2021;M;59;0;5;2593;340967;16705
Nordjylland;28-8-2021;M;18;0;0;2593;340985;16705
Sjælland;28-8-2021;M;23;0;0;2593;341008;16705
Syddanmark;28-8-2021;M;37;0;3;2593;341045;16708
Hovedstaden;29-8-2021;F;204;0;10;2593;341249;16718
Midtjylland;29-8-2021;F;59;0;4;2593;341308;16722
Nordjylland;29-8-2021;F;24;1;1;2594;341332;16723
Sjælland;29-8-2021;F;35;0;2;2594;341367;16725
Syddanmark;29-8-2021;F;57;0;1;2594;341424;16726
Hovedstaden;29-8-2021;M;221;1;8;2595;341645;16734
Midtjylland;29-8-2021;M;63;0;1;2595;341708;16735
Nordjylland;29-8-2021;M;13;0;0;2595;341721;16735
Sjælland;29-8-2021;M;38;0;1;2595;341759;16736
Syddanmark;29-8-2021;M;53;0;2;2595;341812;16738
Hovedstaden;30-8-2021;F;240;0;9;2595;342052;16747
Midtjylland;30-8-2021;F;80;0;4;2595;342132;16751
Nordjylland;30-8-2021;F;30;1;1;2596;342162;16752
Sjælland;30-8-2021;F;45;0;1;2596;342207;16753
Syddanmark;30-8-2021;F;90;1;2;2597;342297;16755
Hovedstaden;30-8-2021;M;199;2;11;2599;342496;16766
Midtjylland;30-8-2021;M;66;0;2;2599;342562;16768
Nordjylland;30-8-2021;M;31;0;2;2599;342593;16770
Sjælland;30-8-2021;M;51;0;1;2599;342644;16771
Syddanmark;30-8-2021;M;66;0;1;2599;342710;16772
Hovedstaden;31-8-2021;F;217;1;4;2600;342927;16776
Midtjylland;31-8-2021;F;77;0;2;2600;343004;16778
Nordjylland;31-8-2021;F;32;0;1;2600;343036;16779
Sjælland;31-8-2021;F;35;1;1;2601;343071;16780
Syddanmark;31-8-2021;F;66;0;1;2601;343137;16781
Hovedstaden;31-8-2021;M;188;0;5;2601;343325;16786
Midtjylland;31-8-2021;M;71;0;0;2601;343396;16786
Nordjylland;31-8-2021;M;20;0;0;2601;343416;16786
Sjælland;31-8-2021;M;34;0;1;2601;343450;16787
Syddanmark;31-8-2021;M;64;0;0;2601;343514;16787
Hovedstaden;1-9-2021;F;210;0;7;2601;343724;16794
Midtjylland;1-9-2021;F;65;0;0;2601;343789;16794
Nordjylland;1-9-2021;F;22;0;4;2601;343811;16798
Sjælland;1-9-2021;F;41;0;0;2601;343852;16798
Syddanmark;1-9-2021;F;46;0;1;2601;343898;16799
Hovedstaden;1-9-2021;M;184;2;8;2603;344082;16807
Midtjylland;1-9-2021;M;49;0;1;2603;344131;16808
Nordjylland;1-9-2021;M;16;1;2;2604;344147;16810
Sjælland;1-9-2021;M;37;0;3;2604;344184;16813
Syddanmark;1-9-2021;M;41;0;1;2604;344225;16814
Hovedstaden;2-9-2021;F;156;0;7;2604;344381;16821
Midtjylland;2-9-2021;F;46;0;0;2604;344427;16821
Nordjylland;2-9-2021;F;19;0;4;2604;344446;16825
Sjælland;2-9-2021;F;39;1;1;2605;344485;16826
Syddanmark;2-9-2021;F;40;0;1;2605;344525;16827
Hovedstaden;2-9-2021;M;152;0;6;2605;344677;16833
Midtjylland;2-9-2021;M;36;0;2;2605;344713;16835
Nordjylland;2-9-2021;M;17;0;2;2605;344730;16837
Sjælland;2-9-2021;M;40;0;1;2605;344770;16838
Syddanmark;2-9-2021;M;36;0;0;2605;344806;16838
Hovedstaden;3-9-2021;F;131;0;5;2605;344937;16843
Midtjylland;3-9-2021;F;60;0;4;2605;344997;16847
Nordjylland;3-9-2021;F;13;0;1;2605;345010;16848
Sjælland;3-9-2021;F;23;0;1;2605;345033;16849
Syddanmark;3-9-2021;F;47;0;2;2605;345080;16851
Hovedstaden;3-9-2021;M;143;0;3;2605;345223;16854
Midtjylland;3-9-2021;M;45;1;2;2606;345268;16856
Nordjylland;3-9-2021;M;12;0;2;2606;345280;16858
Sjælland;3-9-2021;M;32;0;1;2606;345312;16859
Syddanmark;3-9-2021;M;25;0;0;2606;345337;16859
Hovedstaden;4-9-2021;F;121;1;3;2607;345458;16862
Midtjylland;4-9-2021;F;37;0;0;2607;345495;16862
Nordjylland;4-9-2021;F;9;0;1;2607;345504;16863
Sjælland;4-9-2021;F;15;0;1;2607;345519;16864
Syddanmark;4-9-2021;F;38;0;1;2607;345557;16865
Hovedstaden;4-9-2021;M;114;1;2;2608;345671;16867
Midtjylland;4-9-2021;M;37;3;5;2611;345708;16872
Nordjylland;4-9-2021;M;7;0;0;2611;345715;16872
Sjælland;4-9-2021;M;16;0;2;2611;345731;16874
Syddanmark;4-9-2021;M;22;1;1;2612;345753;16875
Hovedstaden;5-9-2021;F;144;1;5;2613;345897;16880
Midtjylland;5-9-2021;F;39;0;1;2613;345936;16881
Nordjylland;5-9-2021;F;11;0;2;2613;345947;16883
Sjælland;5-9-2021;F;23;0;1;2613;345970;16884
Syddanmark;5-9-2021;F;27;0;1;2613;345997;16885
Hovedstaden;5-9-2021;M;132;0;4;2613;346129;16889
Midtjylland;5-9-2021;M;30;0;3;2613;346159;16892
Nordjylland;5-9-2021;M;9;0;0;2613;346168;16892
Sjælland;5-9-2021;M;26;0;1;2613;346194;16893
Syddanmark;5-9-2021;M;26;0;0;2613;346220;16893
Hovedstaden;6-9-2021;F;162;1;8;2614;346382;16901
Midtjylland;6-9-2021;F;34;0;0;2614;346416;16901
Nordjylland;6-9-2021;F;16;0;0;2614;346432;16901
Sjælland;6-9-2021;F;58;0;1;2614;346490;16902
Syddanmark;6-9-2021;F;45;1;1;2615;346535;16903
Hovedstaden;6-9-2021;M;153;0;5;2615;346688;16908
Midtjylland;6-9-2021;M;32;0;0;2615;346720;16908
Nordjylland;6-9-2021;M;9;0;0;2615;346729;16908
Sjælland;6-9-2021;M;44;0;0;2615;346773;16908
Syddanmark;6-9-2021;M;31;0;0;2615;346804;16908
Hovedstaden;7-9-2021;F;175;2;12;2617;346979;16920
Midtjylland;7-9-2021;F;49;2;3;2619;347028;16923
Nordjylland;7-9-2021;F;11;0;1;2619;347039;16924
Sjælland;7-9-2021;F;46;0;3;2619;347085;16927
Syddanmark;7-9-2021;F;47;0;0;2619;347132;16927
Hovedstaden;7-9-2021;M;144;0;2;2619;347276;16929
Midtjylland;7-9-2021;M;50;1;2;2620;347326;16931
Nordjylland;7-9-2021;M;5;0;0;2620;347331;16931
Sjælland;7-9-2021;M;46;0;1;2620;347377;16932
Syddanmark;7-9-2021;M;35;0;1;2620;347412;16933
Hovedstaden;8-9-2021;F;133;0;3;2620;347545;16936
Midtjylland;8-9-2021;F;42;2;4;2622;347587;16940
Nordjylland;8-9-2021;F;13;0;0;2622;347600;16940
Sjælland;8-9-2021;F;32;0;0;2622;347632;16940
Syddanmark;8-9-2021;F;27;0;0;2622;347659;16940
Hovedstaden;8-9-2021;M;134;0;5;2622;347793;16945
Midtjylland;8-9-2021;M;32;0;1;2622;347825;16946
Nordjylland;8-9-2021;M;15;0;0;2622;347840;16946
Sjælland;8-9-2021;M;33;1;4;2623;347873;16950
Syddanmark;8-9-2021;M;32;0;1;2623;347905;16951
Hovedstaden;9-9-2021;F;114;0;2;2623;348019;16953
Midtjylland;9-9-2021;F;54;0;0;2623;348073;16953
Nordjylland;9-9-2021;F;17;0;0;2623;348090;16953
Sjælland;9-9-2021;F;40;0;3;2623;348130;16956
Syddanmark;9-9-2021;F;36;0;2;2623;348166;16958
Hovedstaden;9-9-2021;M;96;0;3;2623;348262;16961
Midtjylland;9-9-2021;M;37;0;2;2623;348299;16963
Nordjylland;9-9-2021;M;11;0;1;2623;348310;16964
Sjælland;9-9-2021;M;48;1;3;2624;348358;16967
Syddanmark;9-9-2021;M;33;0;0;2624;348391;16967
Hovedstaden;10-9-2021;F;84;0;1;2624;348475;16968
Midtjylland;10-9-2021;F;35;0;2;2624;348510;16970
Nordjylland;10-9-2021;F;8;0;0;2624;348518;16970
