,areaname,population,date,newcasesbypublishdate,cases_per_100k
303,East Midlands,4533000,05/12/2020,1323,29.185969556585043
1375,London,8899375,05/12/2020,2376,26.69850410843458
2447,North West,7300000,05/12/2020,1636,22.410958904109588
4613,Wales,3136000,05/12/2020,1645,52.455357142857146
807,East of England,5847000,06/01/2021,7408,126.69745168462458
3487,South West,5616000,06/01/2021,3223,57.38960113960114
1879,North East,2597000,06/01/2021,1980,76.24181748170966
1343,London,8899375,06/01/2021,14892,167.33759393215817
271,East Midlands,4533000,06/01/2021,3662,80.78535186410765
5188,Northern Ireland,1885000,06/01/2021,1985,105.3050397877984
2415,North West,7300000,06/01/2021,5793,79.35616438356165
2951,South East,9175000,06/01/2021,9567,104.2724795640327
4023,West Midlands,2928000,06/01/2021,6139,209.6653005464481
5788,Scotland,5454000,06/01/2021,2039,37.38540520718738
4581,Wales,3136000,06/01/2021,2238,71.36479591836735
776,East of England,5847000,06/02/2021,1615,27.62100222336241
2384,North West,7300000,06/02/2021,2489,34.0958904109589
5757,Scotland,5454000,06/02/2021,895,16.40997433076641
4550,Wales,3136000,06/02/2021,675,21.524234693877553
3456,South West,5616000,06/02/2021,1077,19.17735042735043
1848,North East,2597000,06/02/2021,750,28.87947631882942
1312,London,8899375,06/02/2021,2351,26.417585504600044
2920,South East,9175000,06/02/2021,2131,23.22615803814714
240,East Midlands,4533000,06/02/2021,1760,38.826384292962715
5157,Northern Ireland,1885000,06/02/2021,390,20.689655172413794
3992,West Midlands,2928000,06/02/2021,2292,78.27868852459017
6094,Scotland,5454000,06/03/2020,5,0.09167583425009168
4887,Wales,3136000,06/03/2020,0,0.0
5494,Northern Ireland,1885000,06/03/2020,2,0.10610079575596817
3964,West Midlands,2928000,06/03/2021,638,21.7896174863388
3428,South West,5616000,06/03/2021,223,3.9707977207977208
5129,Northern Ireland,1885000,06/03/2021,172,9.124668435013263
5729,Scotland,5454000,06/03/2021,555,10.176017601760176
212,East Midlands,4533000,06/03/2021,616,13.58923450253695
2356,North West,7300000,06/03/2021,803,11.0
1284,London,8899375,06/03/2021,663,7.449961373691973
2892,South East,9175000,06/03/2021,550,5.994550408719346
748,East of England,5847000,06/03/2021,514,8.790832905763638
4522,Wales,3136000,06/03/2021,195,6.218112244897959
1820,North East,2597000,06/03/2021,306,11.782826338082403
5463,Northern Ireland,1885000,06/04/2020,69,3.6604774535809024
6063,Scotland,5454000,06/04/2020,255,4.675467546754676
4856,Wales,3136000,06/04/2020,302,9.630102040816327
717,East of England,5847000,06/04/2021,191,3.2666324610911577
4491,Wales,3136000,06/04/2021,126,4.017857142857142
5098,Northern Ireland,1885000,06/04/2021,57,3.023872679045093
3933,West Midlands,2928000,06/04/2021,212,7.240437158469946
2325,North West,7300000,06/04/2021,319,4.36986301369863
5698,Scotland,5454000,06/04/2021,259,4.7488082141547485
1789,North East,2597000,06/04/2021,74,2.8494416634578363
3397,South West,5616000,06/04/2021,94,1.673789173789174
2861,South East,9175000,06/04/2021,218,2.3760217983651226
181,East Midlands,4533000,06/04/2021,221,4.875358482241341
1253,London,8899375,06/04/2021,194,2.1799283657560222
6033,Scotland,5454000,06/05/2020,272,4.987165383204987
3732,South West,5616000,06/05/2020,69,1.2286324786324787
3196,South East,9175000,06/05/2020,510,5.5585831062670295
2660,North West,7300000,06/05/2020,232,3.1780821917808217
2124,North East,2597000,06/05/2020,64,2.464381979206777
5433,Northern Ireland,1885000,06/05/2020,53,2.8116710875331563
1588,London,8899375,06/05/2020,117,1.3146990659456423
4268,West Midlands,2928000,06/05/2020,135,4.610655737704918
516,East Midlands,4533000,06/05/2020,82,1.8089565409221267
1052,East of England,5847000,06/05/2020,151,2.5825209509149993
4826,Wales,3136000,06/05/2020,95,3.0293367346938775
1759,North East,2597000,06/05/2021,97,3.7350789372352713
687,East of England,5847000,06/05/2021,224,3.831024456986489
3903,West Midlands,2928000,06/05/2021,186,6.352459016393443
3367,South West,5616000,06/05/2021,120,2.1367521367521367
151,East Midlands,4533000,06/05/2021,257,5.669534524597396
1223,London,8899375,06/05/2021,252,2.8316595266521523
2295,North West,7300000,06/05/2021,371,5.082191780821917
2831,South East,9175000,06/05/2021,252,2.746594005449591
5668,Scotland,5454000,06/05/2021,283,5.188852218555189
4461,Wales,3136000,06/05/2021,34,1.0841836734693877
5068,Northern Ireland,1885000,06/05/2021,102,5.411140583554376
4237,West Midlands,2928000,06/06/2020,40,1.366120218579235
485,East Midlands,4533000,06/06/2020,42,0.926538716082065
2093,North East,2597000,06/06/2020,17,0.6546014632268001
2629,North West,7300000,06/06/2020,79,1.0821917808219177
1557,London,8899375,06/06/2020,25,0.2809186038345389
3165,South East,9175000,06/06/2020,92,1.002724795640327
5402,Northern Ireland,1885000,06/06/2020,14,0.7427055702917772
3701,South West,5616000,06/06/2020,9,0.16025641025641024
4795,Wales,3136000,06/06/2020,42,1.3392857142857142
1021,East of England,5847000,06/06/2020,34,0.581494783649735
6002,Scotland,5454000,06/06/2020,21,0.38503850385038507
1192,London,8899375,06/06/2021,635,7.1353325373972885
5037,Northern Ireland,1885000,06/06/2021,69,3.6604774535809024
120,East Midlands,4533000,06/06/2021,219,4.831237590999338
3336,South West,5616000,06/06/2021,190,3.3831908831908835
4430,Wales,3136000,06/06/2021,92,2.933673469387755
2264,North West,7300000,06/06/2021,1606,22.0
1728,North East,2597000,06/06/2021,166,6.391990758567578
5637,Scotland,5454000,06/06/2021,775,14.209754308764209
3872,West Midlands,2928000,06/06/2021,329,11.236338797814208
656,East of England,5847000,06/06/2021,211,3.608688216179237
2800,South East,9175000,06/06/2021,426,4.643051771117166
3671,South West,5616000,06/07/2020,9,0.16025641025641024
2063,North East,2597000,06/07/2020,13,0.5005775895263765
3135,South East,9175000,06/07/2020,44,0.47956403269754766
5972,Scotland,5454000,06/07/2020,4,0.07334066740007335
2599,North West,7300000,06/07/2020,68,0.9315068493150686
4207,West Midlands,2928000,06/07/2020,1,0.03415300546448088
5372,Northern Ireland,1885000,06/07/2020,0,0.0
4765,Wales,3136000,06/07/2020,8,0.25510204081632654
455,East Midlands,4533000,06/07/2020,69,1.5221707478491067
991,East of England,5847000,06/07/2020,31,0.530186420386523
1527,London,8899375,06/07/2020,23,0.2584451155277758
4400,Wales,3136000,06/07/2021,698,22.257653061224488
2234,North West,7300000,06/07/2021,3960,54.24657534246575
1162,London,8899375,06/07/2021,3633,40.8230915092352
626,East of England,5847000,06/07/2021,2285,39.07987001881307
90,East Midlands,4533000,06/07/2021,1875,41.3633355393779
3306,South West,5616000,06/07/2021,1816,32.33618233618234
1698,North East,2597000,06/07/2021,2842,109.43396226415095
2770,South East,9175000,06/07/2021,3102,33.809264305177116
3842,West Midlands,2928000,06/07/2021,2261,77.21994535519126
5607,Scotland,5454000,06/07/2021,2363,43.32599926659333
5007,Northern Ireland,1885000,06/07/2021,417,22.122015915119363
5341,Northern Ireland,1885000,06/08/2020,43,2.2811671087533156
3640,South West,5616000,06/08/2020,54,0.9615384615384616
2568,North West,7300000,06/08/2020,285,3.9041095890410955
424,East Midlands,4533000,06/08/2020,76,1.6765938671961174
960,East of England,5847000,06/08/2020,28,0.4788780571233111
4176,West Midlands,2928000,06/08/2020,87,2.971311475409836
5941,Scotland,5454000,06/08/2020,66,1.2101210121012103
1496,London,8899375,06/08/2020,105,1.1798581361050635
2032,North East,2597000,06/08/2020,18,0.693107431651906
3104,South East,9175000,06/08/2020,53,0.5776566757493188
4734,Wales,3136000,06/08/2020,15,0.47831632653061223
1667,North East,2597000,06/08/2021,1397,53.79283788987293
4369,Wales,3136000,06/08/2021,803,25.605867346938776
1131,London,8899375,06/08/2021,4409,49.54280497225929
5576,Scotland,5454000,06/08/2021,1250,22.91895856252292
3811,West Midlands,2928000,06/08/2021,2554,87.22677595628416
59,East Midlands,4533000,06/08/2021,2643,58.305757776307075
4976,Northern Ireland,1885000,06/08/2021,1434,76.07427055702918
2739,South East,9175000,06/08/2021,3945,42.99727520435967
3275,South West,5616000,06/08/2021,3177,56.57051282051282
2203,North West,7300000,06/08/2021,3456,47.342465753424655
595,East of England,5847000,06/08/2021,2718,46.485377116469984
2537,North West,7300000,06/09/2020,706,9.67123287671233
5310,Northern Ireland,1885000,06/09/2020,106,5.623342175066313
2001,North East,2597000,06/09/2020,232,8.933384674624566
1465,London,8899375,06/09/2020,308,3.4609171992415195
5910,Scotland,5454000,06/09/2020,208,3.813714704803814
393,East Midlands,4533000,06/09/2020,207,4.5665122435473195
4703,Wales,3136000,06/09/2020,98,3.125
3073,South East,9175000,06/09/2020,126,1.3732970027247955
4145,West Midlands,2928000,06/09/2020,420,14.344262295081966
3609,South West,5616000,06/09/2020,87,1.549145299145299
929,East of England,5847000,06/09/2020,108,1.8471010774756285
3780,West Midlands,2928000,06/09/2021,2902,99.11202185792351
1100,London,8899375,06/09/2021,2853,32.05843106959758
5545,Scotland,5454000,06/09/2021,7065,129.53795379537954
2708,South East,9175000,06/09/2021,3796,41.3732970027248
4945,Northern Ireland,1885000,06/09/2021,1764,93.58090185676393
2172,North West,7300000,06/09/2021,3459,47.38356164383562
4338,Wales,3136000,06/09/2021,5161,164.57270408163265
3244,South West,5616000,06/09/2021,2608,46.438746438746435
564,East of England,5847000,06/09/2021,2841,48.58902001026167
28,East Midlands,4533000,06/09/2021,2977,65.6739466137216
1636,North East,2597000,06/09/2021,1628,62.687716596072384
4115,West Midlands,2928000,06/10/2020,1059,36.16803278688525
363,East Midlands,4533000,06/10/2020,888,19.589675711449374
1971,North East,2597000,06/10/2020,1233,47.47785906815556
5880,Scotland,5454000,06/10/2020,800,14.668133480014669
5280,Northern Ireland,1885000,06/10/2020,669,35.49071618037135
2507,North West,7300000,06/10/2020,4441,60.83561643835617
4673,Wales,3136000,06/10/2020,425,13.552295918367347
3043,South East,9175000,06/10/2020,659,7.182561307901906
899,East of England,5847000,06/10/2020,492,8.414571575166752
3579,South West,5616000,06/10/2020,401,7.140313390313391
1435,London,8899375,06/10/2020,916,10.292857644497508
4915,Northern Ireland,1885000,06/10/2021,1339,71.0344827586207
4308,Wales,3136000,06/10/2021,2007,63.99872448979592
5515,Scotland,5454000,06/10/2021,3055,56.013934726806006
332,East Midlands,4533000,06/11/2020,2113,46.613721597176266
5249,Northern Ireland,1885000,06/11/2020,595,31.564986737400528
4642,Wales,3136000,06/11/2020,1352,43.11224489795918
2476,North West,7300000,06/11/2020,3689,50.534246575342465
4084,West Midlands,2928000,06/11/2020,2872,98.08743169398906
1404,London,8899375,06/11/2020,1948,21.889177610787275
3012,South East,9175000,06/11/2020,1913,20.850136239782014
1940,North East,2597000,06/11/2020,1453,55.94917212167886
868,East of England,5847000,06/11/2020,1007,17.222507268684797
3548,South West,5616000,06/11/2020,1510,26.887464387464387
5849,Scotland,5454000,06/11/2020,1072,19.655298863219656
4054,West Midlands,2928000,06/12/2020,1581,53.99590163934426
3518,South West,5616000,06/12/2020,708,12.606837606837608
4612,Wales,3136000,06/12/2020,1916,61.0969387755102
838,East of England,5847000,06/12/2020,1516,25.927826235676413
1910,North East,2597000,06/12/2020,542,20.870234886407392
2446,North West,7300000,06/12/2020,1518,20.794520547945204
2982,South East,9175000,06/12/2020,2597,28.30517711171662
5219,Northern Ireland,1885000,06/12/2020,419,22.22811671087533
302,East Midlands,4533000,06/12/2020,1265,27.906463710566953
1374,London,8899375,06/12/2020,3198,35.935107802514224
5819,Scotland,5454000,06/12/2020,643,11.78951228456179
2414,North West,7300000,07/01/2021,7161,98.09589041095889
3486,South West,5616000,07/01/2021,3433,61.12891737891738
1878,North East,2597000,07/01/2021,1336,51.44397381594147
2950,South East,9175000,07/01/2021,8223,89.62397820163487
5787,Scotland,5454000,07/01/2021,2649,48.56985698569857
4580,Wales,3136000,07/01/2021,1718,54.78316326530613
270,East Midlands,4533000,07/01/2021,3209,70.79196999779396
806,East of England,5847000,07/01/2021,5374,91.91038139216693
4022,West Midlands,2928000,07/01/2021,4693,160.28005464480876
5187,Northern Ireland,1885000,07/01/2021,1410,74.80106100795756
1342,London,8899375,07/01/2021,10150,114.05295315682282
239,East Midlands,4533000,07/02/2021,1516,33.44363556143834
5756,Scotland,5454000,07/02/2021,584,10.707737440410707
2383,North West,7300000,07/02/2021,2625,35.95890410958904
3455,South West,5616000,07/02/2021,926,16.488603988603987
5156,Northern Ireland,1885000,07/02/2021,334,17.718832891246684
1311,London,8899375,07/02/2021,2088,23.462321792260692
3991,West Midlands,2928000,07/02/2021,2023,69.0915300546448
775,East of England,5847000,07/02/2021,1463,25.021378484693006
1847,North East,2597000,07/02/2021,668,25.721986907970734
2919,South East,9175000,07/02/2021,1746,19.029972752043594
4549,Wales,3136000,07/02/2021,461,14.700255102040817
5493,Northern Ireland,1885000,07/03/2020,2,0.10610079575596817
6093,Scotland,5454000,07/03/2020,5,0.09167583425009168
4886,Wales,3136000,07/03/2020,0,0.0
2891,South East,9175000,07/03/2021,461,5.024523160762943
4521,Wales,3136000,07/03/2021,152,4.846938775510204
3427,South West,5616000,07/03/2021,276,4.914529914529915
5128,Northern Ireland,1885000,07/03/2021,138,7.320954907161805
747,East of England,5847000,07/03/2021,398,6.806909526252779
3963,West Midlands,2928000,07/03/2021,558,19.057377049180328
1819,North East,2597000,07/03/2021,217,8.355795148247978
2355,North West,7300000,07/03/2021,780,10.684931506849315
5728,Scotland,5454000,07/03/2021,390,7.15071507150715
1283,London,8899375,07/03/2021,436,4.899220450874359
211,East Midlands,4533000,07/03/2021,599,13.214206926979926
5462,Northern Ireland,1885000,07/04/2020,97,5.1458885941644565
6062,Scotland,5454000,07/04/2020,268,4.913824715804914
4855,Wales,3136000,07/04/2020,291,9.279336734693878
4490,Wales,3136000,07/04/2021,82,2.614795918367347
1252,London,8899375,07/04/2021,317,3.5620478966219538
5097,Northern Ireland,1885000,07/04/2021,88,4.6684350132626
180,East Midlands,4533000,07/04/2021,245,5.404809177145378
716,East of England,5847000,07/04/2021,198,3.3863519753719857
3932,West Midlands,2928000,07/04/2021,256,8.743169398907105
3396,South West,5616000,07/04/2021,122,2.1723646723646723
2324,North West,7300000,07/04/2021,388,5.315068493150685
1788,North East,2597000,07/04/2021,139,5.352329611089719
5697,Scotland,5454000,07/04/2021,289,5.298863219655299
2860,South East,9175000,07/04/2021,222,2.419618528610354
6032,Scotland,5454000,07/05/2020,215,3.942060872753942
3731,South West,5616000,07/05/2020,99,1.7628205128205128
515,East Midlands,4533000,07/05/2020,101,2.228105007721156
3195,South East,9175000,07/05/2020,187,2.0381471389645776
1587,London,8899375,07/05/2020,142,1.5956176697801812
4267,West Midlands,2928000,07/05/2020,199,6.796448087431695
5432,Northern Ireland,1885000,07/05/2020,50,2.6525198938992043
4825,Wales,3136000,07/05/2020,87,2.774234693877551
1051,East of England,5847000,07/05/2020,242,4.1388746365657605
2659,North West,7300000,07/05/2020,600,8.219178082191782
2123,North East,2597000,07/05/2020,249,9.587986137851367
5667,Scotland,5454000,07/05/2021,236,4.327099376604327
150,East Midlands,4533000,07/05/2021,270,5.956320317670417
3902,West Midlands,2928000,07/05/2021,179,6.113387978142077
2830,South East,9175000,07/05/2021,215,2.343324250681199
2294,North West,7300000,07/05/2021,380,5.205479452054795
3366,South West,5616000,07/05/2021,118,2.101139601139601
5067,Northern Ireland,1885000,07/05/2021,65,3.4482758620689657
4460,Wales,3136000,07/05/2021,47,1.4987244897959184
1758,North East,2597000,07/05/2021,55,2.117828263380824
1222,London,8899375,07/05/2021,333,3.741835803076059
686,East of England,5847000,07/05/2021,219,3.745510518214469
4794,Wales,3136000,07/06/2020,40,1.2755102040816326
5401,Northern Ireland,1885000,07/06/2020,6,0.3183023872679045
2092,North East,2597000,07/06/2020,8,0.3080477474008471
1020,East of England,5847000,07/06/2020,17,0.2907473918248675
484,East Midlands,4533000,07/06/2020,17,0.37502757555702626
3164,South East,9175000,07/06/2020,46,0.5013623978201635
3700,South West,5616000,07/06/2020,0,0.0
6001,Scotland,5454000,07/06/2020,18,0.33003300330033003
1556,London,8899375,07/06/2020,15,0.16855116230072337
2628,North West,7300000,07/06/2020,76,1.0410958904109588
4236,West Midlands,2928000,07/06/2020,36,1.2295081967213115
5636,Scotland,5454000,07/06/2021,641,11.752841950861754
4429,Wales,3136000,07/06/2021,75,2.391581632653061
1191,London,8899375,07/06/2021,601,6.753283236182316
3335,South West,5616000,07/06/2021,202,3.596866096866097
1727,North East,2597000,07/06/2021,210,8.086253369272237
655,East of England,5847000,07/06/2021,321,5.489994869163674
119,East Midlands,4533000,07/06/2021,298,6.574012795058461
3871,West Midlands,2928000,07/06/2021,361,12.329234972677597
2799,South East,9175000,07/06/2021,545,5.940054495912806
2263,North West,7300000,07/06/2021,1673,22.91780821917808
5036,Northern Ireland,1885000,07/06/2021,54,2.8647214854111405
3670,South West,5616000,07/07/2020,7,0.12464387464387465
454,East Midlands,4533000,07/07/2020,131,2.8899183763512024
5371,Northern Ireland,1885000,07/07/2020,5,0.26525198938992045
4764,Wales,3136000,07/07/2020,2,0.06377551020408163
5971,Scotland,5454000,07/07/2020,2,0.036670333700036674
2062,North East,2597000,07/07/2020,3,0.11551790527531769
3134,South East,9175000,07/07/2020,54,0.5885558583106267
4206,West Midlands,2928000,07/07/2020,37,1.2636612021857925
1526,London,8899375,07/07/2020,37,0.41575953367511764
990,East of England,5847000,07/07/2020,90,1.539250897896357
2598,North West,7300000,07/07/2020,114,1.5616438356164384
2769,South East,9175000,07/07/2021,3075,33.5149863760218
89,East Midlands,4533000,07/07/2021,2006,44.2532539157291
1161,London,8899375,07/07/2021,3314,37.238570124306484
2233,North West,7300000,07/07/2021,4950,67.80821917808218
625,East of England,5847000,07/07/2021,2155,36.85650761074055
4399,Wales,3136000,07/07/2021,663,21.14158163265306
3305,South West,5616000,07/07/2021,2009,35.772792022792025
3841,West Midlands,2928000,07/07/2021,2732,93.30601092896175
5606,Scotland,5454000,07/07/2021,3799,69.65529886321966
1697,North East,2597000,07/07/2021,2999,115.47939930689256
5006,Northern Ireland,1885000,07/07/2021,570,30.23872679045093
1495,London,8899375,07/08/2020,90,1.01130697380434
959,East of England,5847000,07/08/2020,55,0.9406533264922182
423,East Midlands,4533000,07/08/2020,102,2.2501654533421576
5940,Scotland,5454000,07/08/2020,43,0.7884121745507884
4733,Wales,3136000,07/08/2020,17,0.5420918367346939
3639,South West,5616000,07/08/2020,31,0.551994301994302
5340,Northern Ireland,1885000,07/08/2020,15,0.7957559681697612
3103,South East,9175000,07/08/2020,58,0.6321525885558583
2567,North West,7300000,07/08/2020,216,2.958904109589041
2031,North East,2597000,07/08/2020,29,1.1166730843280708
4175,West Midlands,2928000,07/08/2020,62,2.1174863387978142
5575,Scotland,5454000,07/08/2021,1386,25.412541254125415
2202,North West,7300000,07/08/2021,3043,41.68493150684932
3274,South West,5616000,07/08/2021,2879,51.26424501424501
1130,London,8899375,07/08/2021,3898,43.800828709881316
1666,North East,2597000,07/08/2021,1247,48.016942626107046
58,East Midlands,4533000,07/08/2021,2404,53.033311272887715
3810,West Midlands,2928000,07/08/2021,2585,88.28551912568305
4368,Wales,3136000,07/08/2021,0,0.0
4975,Northern Ireland,1885000,07/08/2021,1349,71.56498673740053
2738,South East,9175000,07/08/2021,3616,39.41144414168937
594,East of England,5847000,07/08/2021,2399,41.02958782281512
3072,South East,9175000,07/09/2020,196,2.136239782016349
4144,West Midlands,2928000,07/09/2020,430,14.685792349726777
392,East Midlands,4533000,07/09/2020,226,4.985660710346349
928,East of England,5847000,07/09/2020,108,1.8471010774756285
3608,South West,5616000,07/09/2020,111,1.9764957264957266
2536,North West,7300000,07/09/2020,614,8.41095890410959
2000,North East,2597000,07/09/2020,190,7.316134000770119
5309,Northern Ireland,1885000,07/09/2020,141,7.480106100795756
4702,Wales,3136000,07/09/2020,133,4.241071428571429
5909,Scotland,5454000,07/09/2020,146,2.6769343601026767
1464,London,8899375,07/09/2020,274,3.0788678980265467
3243,South West,5616000,07/09/2021,2660,47.364672364672366
563,East of England,5847000,07/09/2021,2545,43.5265948349581
2171,North West,7300000,07/09/2021,4505,61.71232876712329
1635,North East,2597000,07/09/2021,1734,66.76934924913361
1099,London,8899375,07/09/2021,2972,33.395603623849986
3779,West Midlands,2928000,07/09/2021,3115,106.38661202185791
5544,Scotland,5454000,07/09/2021,5692,104.36376971030437
27,East Midlands,4533000,07/09/2021,2701,59.58526362232517
2707,South East,9175000,07/09/2021,3689,40.20708446866485
4337,Wales,3136000,07/09/2021,2504,79.8469387755102
4944,Northern Ireland,1885000,07/09/2021,1748,92.73209549071619
3578,South West,5616000,07/10/2020,520,9.25925925925926
898,East of England,5847000,07/10/2020,618,10.569522832221653
5279,Northern Ireland,1885000,07/10/2020,828,43.92572944297083
5879,Scotland,5454000,07/10/2020,1054,19.325265859919327
1434,London,8899375,07/10/2020,1310,14.720134840929841
4672,Wales,3136000,07/10/2020,752,23.979591836734695
4114,West Midlands,2928000,07/10/2020,928,31.693989071038253
2506,North West,7300000,07/10/2020,3555,48.6986301369863
1970,North East,2597000,07/10/2020,1057,40.700808625336926
362,East Midlands,4533000,07/10/2020,931,20.538274873152435
3042,South East,9175000,07/10/2020,849,9.253405994550409
5514,Scotland,5454000,07/10/2021,2691,49.33993399339934
4307,Wales,3136000,07/10/2021,3400,108.41836734693878
4914,Northern Ireland,1885000,07/10/2021,1305,69.23076923076923
867,East of England,5847000,07/11/2020,1224,20.933812211390457
3011,South East,9175000,07/11/2020,2079,22.65940054495913
1939,North East,2597000,07/11/2020,1391,53.56180207932229
1403,London,8899375,07/11/2020,2352,26.428822248753427
4641,Wales,3136000,07/11/2020,958,30.5484693877551
5248,Northern Ireland,1885000,07/11/2020,528,28.0106100795756
4083,West Midlands,2928000,07/11/2020,2638,90.09562841530054
331,East Midlands,4533000,07/11/2020,2157,47.58438120450033
5848,Scotland,5454000,07/11/2020,1596,29.262926292629263
2475,North West,7300000,07/11/2020,4520,61.91780821917808
3547,South West,5616000,07/11/2020,1293,23.023504273504273
837,East of England,5847000,07/12/2020,1329,22.729604925602874
5218,Northern Ireland,1885000,07/12/2020,397,21.06100795755968
1909,North East,2597000,07/12/2020,466,17.943781286099345
2981,South East,9175000,07/12/2020,2169,23.64032697547684
3517,South West,5616000,07/12/2020,622,11.075498575498575
4053,West Midlands,2928000,07/12/2020,1334,45.560109289617486
2445,North West,7300000,07/12/2020,1151,15.767123287671234
4611,Wales,3136000,07/12/2020,2021,64.44515306122449
5818,Scotland,5454000,07/12/2020,677,12.412907957462412
301,East Midlands,4533000,07/12/2020,1028,22.678138098389585
1373,London,8899375,07/12/2020,2460,27.642390617318632
2949,South East,9175000,08/01/2021,10756,117.23160762942778
1877,North East,2597000,08/01/2021,1478,56.91182133230651
3485,South West,5616000,08/01/2021,4273,76.08618233618233
5786,Scotland,5454000,08/01/2021,2309,42.335900256692334
805,East of England,5847000,08/01/2021,8517,145.66444330425858
269,East Midlands,4533000,08/01/2021,3453,76.17471872931834
4579,Wales,3136000,08/01/2021,2487,79.30484693877551
2413,North West,7300000,08/01/2021,7671,105.08219178082192
1341,London,8899375,08/01/2021,17111,192.27192920851184
5186,Northern Ireland,1885000,08/01/2021,1500,79.57559681697613
4021,West Midlands,2928000,08/01/2021,5569,190.198087431694
3454,South West,5616000,08/02/2021,853,15.18874643874644
238,East Midlands,4533000,08/02/2021,1533,33.81866313699537
3990,West Midlands,2928000,08/02/2021,1804,61.612021857923494
5155,Northern Ireland,1885000,08/02/2021,296,15.702917771883289
2382,North West,7300000,08/02/2021,1631,22.34246575342466
1846,North East,2597000,08/02/2021,577,22.2179437812861
774,East of England,5847000,08/02/2021,1336,22.849324439883702
2918,South East,9175000,08/02/2021,1527,16.643051771117168
5755,Scotland,5454000,08/02/2021,928,17.015034836817016
4548,Wales,3136000,08/02/2021,610,19.4515306122449
1310,London,8899375,08/02/2021,1770,19.889037151485358
6092,Scotland,5454000,08/03/2020,2,0.036670333700036674
5492,Northern Ireland,1885000,08/03/2020,5,0.26525198938992045
4885,Wales,3136000,08/03/2020,0,0.0
746,East of England,5847000,08/03/2021,321,5.489994869163674
3426,South West,5616000,08/03/2021,227,4.0420227920227925
1282,London,8899375,08/03/2021,400,4.494697661352623
5727,Scotland,5454000,08/03/2021,501,9.185918591859187
1818,North East,2597000,08/03/2021,306,11.782826338082403
3962,West Midlands,2928000,08/03/2021,424,14.480874316939891
2890,South East,9175000,08/03/2021,413,4.501362397820163
5127,Northern Ireland,1885000,08/03/2021,144,7.639257294429708
4520,Wales,3136000,08/03/2021,164,5.229591836734694
210,East Midlands,4533000,08/03/2021,452,9.971321420692698
2354,North West,7300000,08/03/2021,688,9.424657534246576
6061,Scotland,5454000,08/04/2020,336,6.160616061606161
5461,Northern Ireland,1885000,08/04/2020,84,4.456233421750664
4854,Wales,3136000,08/04/2020,283,9.02423469387755
715,East of England,5847000,08/04/2021,202,3.4547631263896013
2323,North West,7300000,08/04/2021,254,3.4794520547945207
1251,London,8899375,08/04/2021,291,3.2698925486340333
5696,Scotland,5454000,08/04/2021,364,6.674000733406674
2859,South East,9175000,08/04/2021,321,3.4986376021798367
1787,North East,2597000,08/04/2021,123,4.736234116288024
4489,Wales,3136000,08/04/2021,82,2.614795918367347
3395,South West,5616000,08/04/2021,125,2.225783475783476
3931,West Midlands,2928000,08/04/2021,242,8.265027322404372
179,East Midlands,4533000,08/04/2021,289,6.375468784469446
5096,Northern Ireland,1885000,08/04/2021,98,5.19893899204244
2122,North East,2597000,08/05/2020,160,6.1609549480169425
4824,Wales,3136000,08/05/2020,152,4.846938775510204
5431,Northern Ireland,1885000,08/05/2020,38,2.0159151193633953
3194,South East,9175000,08/05/2020,236,2.572207084468665
2658,North West,7300000,08/05/2020,263,3.602739726027397
1586,London,8899375,08/05/2020,124,1.3933562750193131
1050,East of England,5847000,08/05/2020,224,3.831024456986489
514,East Midlands,4533000,08/05/2020,80,1.7648356496801234
6031,Scotland,5454000,08/05/2020,225,4.125412541254126
4266,West Midlands,2928000,08/05/2020,222,7.581967213114755
3730,South West,5616000,08/05/2020,82,1.46011396011396
2829,South East,9175000,08/05/2021,182,1.9836512261580381
149,East Midlands,4533000,08/05/2021,199,4.3900286785793075
685,East of England,5847000,08/05/2021,142,2.4285958611253635
2293,North West,7300000,08/05/2021,329,4.506849315068493
4459,Wales,3136000,08/05/2021,0,0.0
3365,South West,5616000,08/05/2021,87,1.549145299145299
3901,West Midlands,2928000,08/05/2021,125,4.26912568306011
5066,Northern Ireland,1885000,08/05/2021,81,4.297082228116711
1221,London,8899375,08/05/2021,253,2.842896270805534
1757,North East,2597000,08/05/2021,97,3.7350789372352713
5666,Scotland,5454000,08/05/2021,224,4.107077374404107
6000,Scotland,5454000,08/06/2020,18,0.33003300330033003
5400,Northern Ireland,1885000,08/06/2020,6,0.3183023872679045
3699,South West,5616000,08/06/2020,11,0.19586894586894588
2091,North East,2597000,08/06/2020,2,0.07701193685021178
2627,North West,7300000,08/06/2020,14,0.19178082191780824
483,East Midlands,4533000,08/06/2020,9,0.19854401058901391
4235,West Midlands,2928000,08/06/2020,4,0.1366120218579235
1555,London,8899375,08/06/2020,0,0.0
4793,Wales,3136000,08/06/2020,42,1.3392857142857142
3163,South East,9175000,08/06/2020,16,0.17438692098092642
1019,East of England,5847000,08/06/2020,5,0.08551393877201983
2798,South East,9175000,08/06/2021,465,5.068119891008174
118,East Midlands,4533000,08/06/2021,311,6.86079858813148
2262,North West,7300000,08/06/2021,1840,25.205479452054796
5035,Northern Ireland,1885000,08/06/2021,81,4.297082228116711
5635,Scotland,5454000,08/06/2021,695,12.742940960762745
654,East of England,5847000,08/06/2021,313,5.353172567128442
1726,North East,2597000,08/06/2021,242,9.318444358875626
4428,Wales,3136000,08/06/2021,22,0.701530612244898
